SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2018,SED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
406011136,Whyalla,40019,Giles,1,Good,Acceptable,0
406011137,Whyalla - North,40019,Giles,1,Good,Acceptable,0
406021138,APY Lands,40019,Giles,1,Good,Acceptable,0
406021139,Coober Pedy,40019,Giles,1,Good,Acceptable,0
406021140,Quorn - Lake Gilles,40019,Giles,0.8618609,Good,Acceptable,0
406021140,Quorn - Lake Gilles,40041,Stuart (SA),0.1381391,Acceptable,Acceptable,0
406021141,Outback,40019,Giles,0.4204573,Good,Acceptable,0
406021141,Outback,40041,Stuart (SA),0.5795427,Acceptable,Acceptable,0
406021142,Port Augusta,40041,Stuart (SA),1,Acceptable,Acceptable,0
406021143,Roxby Downs,40019,Giles,1,Good,Acceptable,0
407011144,Goolwa - Port Elliot,40014,Finniss,1,Good,Acceptable,0
407011145,Kangaroo Island,40030,Mawson,1,Good,Acceptable,0
407011146,Strathalbyn,40022,Heysen,1,Acceptable,Acceptable,0
407011147,Strathalbyn Region,40014,Finniss,0.426194,Good,Acceptable,0
407011147,Strathalbyn Region,40020,Hammond,0.2727642,Acceptable,Acceptable,0
407011147,Strathalbyn Region,40022,Heysen,0.3010418,Acceptable,Acceptable,0
407011148,Victor Harbor,40014,Finniss,1,Good,Acceptable,0
407011149,Yankalilla,40014,Finniss,0.1030568,Good,Acceptable,0
407011149,Yankalilla,40030,Mawson,0.8969432,Good,Acceptable,0
407021150,Grant,40033,Mount Gambier,1,Good,Acceptable,0
407021151,Kingston - Robe,40029,Mackillop,1,Good,Acceptable,0
407021152,Millicent,40029,Mackillop,1,Good,Acceptable,0
407021154,Naracoorte,40029,Mackillop,1,Good,Acceptable,0
407021155,Naracoorte Region,40029,Mackillop,1,Good,Acceptable,0
407021156,Penola,40029,Mackillop,1,Good,Acceptable,0
407021157,Tatiara,40029,Mackillop,1,Good,Acceptable,0
407021158,Wattle Range,40029,Mackillop,1,Good,Acceptable,0
407021173,Mount Gambier - East,40033,Mount Gambier,1,Good,Acceptable,0
407021174,Mount Gambier - West,40033,Mount Gambier,1,Good,Acceptable,0
407031159,Barmera,40005,Chaffey,1,Good,Acceptable,0
407031160,Berri,40005,Chaffey,1,Good,Acceptable,0
407031161,Karoonda - Lameroo,40020,Hammond,1,Acceptable,Acceptable,0
407031162,Loxton,40005,Chaffey,1,Good,Acceptable,0
407031163,Loxton Region,40005,Chaffey,1,Good,Acceptable,0
407031164,Mannum,40005,Chaffey,0.0690662,Good,Acceptable,0
407031164,Mannum,40020,Hammond,0.8430609,Acceptable,Acceptable,0
407031164,Mannum,40040,Schubert,0.0878729,Acceptable,Acceptable,0
407031165,Murray Bridge,40020,Hammond,1,Acceptable,Acceptable,0
407031166,Murray Bridge Region,40020,Hammond,1,Acceptable,Acceptable,0
407031167,Renmark,40005,Chaffey,1,Good,Acceptable,0
407031168,Renmark Region,40005,Chaffey,1,Good,Acceptable,0
407031169,The Coorong,40020,Hammond,0.5298686,Acceptable,Acceptable,0
407031169,The Coorong,40029,Mackillop,0.4701314,Good,Acceptable,0
407031170,Waikerie,40005,Chaffey,0.8925333,Good,Acceptable,0
407031170,Waikerie,40041,Stuart (SA),0.1074667,Acceptable,Acceptable,0
501011001,Augusta,55306,Vasse (South West),0.4765422,Good,Acceptable,0
501011001,Augusta,55706,Warren-Blackwood (South West),0.5234578,Good,Acceptable,0
501011002,Busselton,55306,Vasse (South West),1,Good,Acceptable,0
501011003,Busselton Region,55306,Vasse (South West),1,Good,Acceptable,0
501011004,Margaret River,55306,Vasse (South West),0.056664,Good,Acceptable,0
501011004,Margaret River,55706,Warren-Blackwood (South West),0.943336,Good,Acceptable,0
501021005,Australind - Leschenault,51706,Collie-Preston (South West),0.2348429,Good,Acceptable,0
501021005,Australind - Leschenault,54006,Murray-Wellington (South West),0.7651571,Acceptable,Acceptable,0
501021007,Capel,51706,Collie-Preston (South West),1,Good,Acceptable,0
501021008,College Grove - Carey Park,50906,Bunbury (South West),1,Good,Acceptable,0
501021009,Collie,51706,Collie-Preston (South West),1,Good,Acceptable,0
501021010,Dardanup,51706,Collie-Preston (South West),1,Good,Acceptable,0
501021011,Davenport,50906,Bunbury (South West),1,Good,Acceptable,0
501021012,Eaton - Pelican Point,50906,Bunbury (South West),0.0739005,Good,Acceptable,0
501021012,Eaton - Pelican Point,51706,Collie-Preston (South West),0.9260995,Good,Acceptable,0
501021014,Harvey,54006,Murray-Wellington (South West),1,Acceptable,Acceptable,0
501021015,East Bunbury - Glen Iris,50906,Bunbury (South West),1,Good,Acceptable,0
501021016,Waroona,54006,Murray-Wellington (South West),1,Acceptable,Acceptable,0
501021251,Dalyellup,50906,Bunbury (South West),1,Good,Acceptable,0
501021252,Gelorup - Stratham,51706,Collie-Preston (South West),1,Good,Acceptable,0
501021253,South Bunbury - Bunbury,50906,Bunbury (South West),1,Good,Acceptable,0
501021254,Withers - Usher,50906,Bunbury (South West),1,Good,Acceptable,0
501031017,Bridgetown - Boyup Brook,55706,Warren-Blackwood (South West),1,Good,Acceptable,0
501031018,Donnybrook - Balingup,51706,Collie-Preston (South West),1,Good,Acceptable,0
501031019,Manjimup,55706,Warren-Blackwood (South West),1,Good,Acceptable,0
501031020,Pemberton,55706,Warren-Blackwood (South West),1,Good,Acceptable,0
502011021,Dawesville - Bouvard,52006,Dawesville (South West),1,Good,Acceptable,0
502011022,Falcon - Wannanup,52006,Dawesville (South West),1,Good,Acceptable,0
502011023,Greenfields,53306,Mandurah (South West),1,Good,Acceptable,0
502011024,Halls Head - Erskine,52006,Dawesville (South West),1,Good,Acceptable,0
502011025,Mandurah,53306,Mandurah (South West),1,Good,Acceptable,0
502011026,Mandurah - East,53306,Mandurah (South West),0.3214225,Good,Acceptable,0
502011026,Mandurah - East,54006,Murray-Wellington (South West),0.6785775,Acceptable,Acceptable,0
502011027,Mandurah - North,53306,Mandurah (South West),0.9728693,Good,Acceptable,0
502011027,Mandurah - North,54006,Murray-Wellington (South West),0.0271307,Acceptable,Acceptable,0
502011028,Mandurah - South,52006,Dawesville (South West),0.6122529,Good,Acceptable,0
502011028,Mandurah - South,53306,Mandurah (South West),0.3877471,Good,Acceptable,0
502011029,Pinjarra,54006,Murray-Wellington (South West),1,Acceptable,Acceptable,0
503011030,City Beach,51504,Churchlands (North Metropolitan),0.8581153,Acceptable,Acceptable,0
503011030,City Beach,51804,Cottesloe (North Metropolitan),0.1418847,Acceptable,Acceptable,0
503011031,Claremont (WA),51804,Cottesloe (North Metropolitan),0.9687423,Acceptable,Acceptable,0
503011031,Claremont (WA),54104,Nedlands (North Metropolitan),0.0312577,Acceptable,Acceptable,0
503011032,Cottesloe,51804,Cottesloe (North Metropolitan),1,Acceptable,Acceptable,0
503011033,Floreat,51504,Churchlands (North Metropolitan),0.6091545,Acceptable,Acceptable,0
503011033,Floreat,54104,Nedlands (North Metropolitan),0.3908455,Acceptable,Acceptable,0
503011034,Mosman Park - Peppermint Grove,51804,Cottesloe (North Metropolitan),1,Acceptable,Acceptable,0
503011035,Nedlands - Dalkeith - Crawley,54104,Nedlands (North Metropolitan),1,Acceptable,Acceptable,0
503011036,Swanbourne - Mount Claremont,51804,Cottesloe (North Metropolitan),0.96304,Acceptable,Acceptable,0
503011036,Swanbourne - Mount Claremont,54104,Nedlands (North Metropolitan),0.03696,Acceptable,Acceptable,0
503021037,Kings Park (WA),54304,Perth (North Metropolitan),1,Good,Acceptable,0
503021038,Mount Hawthorn - Leederville,54304,Perth (North Metropolitan),1,Good,Acceptable,0
503021039,Mount Lawley - Inglewood,53402,Maylands (East Metropolitan),0.3431924,Acceptable,Acceptable,0
503021039,Mount Lawley - Inglewood,53902,Mount Lawley (East Metropolitan),0.6568076,Poor,Acceptable,0
503021040,North Perth,54304,Perth (North Metropolitan),1,Good,Acceptable,0
503021041,Perth City,53902,Mount Lawley (East Metropolitan),0.0100313,Poor,Acceptable,0
503021041,Perth City,54304,Perth (North Metropolitan),0.9899687,Good,Acceptable,0
503021042,Subiaco - Shenton Park,54104,Nedlands (North Metropolitan),1,Acceptable,Acceptable,0
503021043,Wembley - West Leederville - Glendalough,51504,Churchlands (North Metropolitan),0.8848804,Acceptable,Acceptable,0
503021043,Wembley - West Leederville - Glendalough,54104,Nedlands (North Metropolitan),0.1151196,Acceptable,Acceptable,0
504011044,Bassendean - Eden Hill - Ashfield,50502,Bassendean (East Metropolitan),1,Poor,Acceptable,0
504011045,Bayswater - Embleton - Bedford,50502,Bassendean (East Metropolitan),0.103908,Poor,Acceptable,0
504011045,Bayswater - Embleton - Bedford,53402,Maylands (East Metropolitan),0.896092,Acceptable,Acceptable,0
504011046,Maylands,53402,Maylands (East Metropolitan),1,Acceptable,Acceptable,0
504011047,Morley,50502,Bassendean (East Metropolitan),0.3534316,Poor,Acceptable,0
504011047,Morley,53402,Maylands (East Metropolitan),0.0907416,Acceptable,Acceptable,0
504011047,Morley,53802,Morley (East Metropolitan),0.5150622,Poor,Acceptable,0
504011047,Morley,53902,Mount Lawley (East Metropolitan),0.0407646,Poor,Acceptable,0
504011048,Noranda,53802,Morley (East Metropolitan),1,Poor,Acceptable,0
504021049,Chidlow,51902,Darling Range (East Metropolitan),0.0102019,Acceptable,Acceptable,0
504021049,Chidlow,55102,Swan Hills (East Metropolitan),0.9897981,Acceptable,Acceptable,0
504021050,Glen Forrest - Darlington,52802,Kalamunda (East Metropolitan),1,Acceptable,Acceptable,0
504021051,Helena Valley - Koongamia,53502,Midland (East Metropolitan),1,Good,Acceptable,0
504021052,Malmalling - Reservoir,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
504021053,Mundaring,51902,Darling Range (East Metropolitan),0.1445662,Acceptable,Acceptable,0
504021053,Mundaring,52802,Kalamunda (East Metropolitan),0.5629612,Acceptable,Acceptable,0
504021053,Mundaring,55102,Swan Hills (East Metropolitan),0.2924726,Acceptable,Acceptable,0
504021054,Swan View - Greenmount - Midvale,53502,Midland (East Metropolitan),1,Good,Acceptable,0
504031055,Avon Valley National Park,55102,Swan Hills (East Metropolitan),1,Acceptable,Acceptable,0
504031056,Ballajura,53602,Mirrabooka (East Metropolitan),0.1735612,Acceptable,Acceptable,0
504031056,Ballajura,55802,West Swan (East Metropolitan),0.8264388,Poor,Acceptable,0
504031057,Beechboro,50502,Bassendean (East Metropolitan),0.5011611,Poor,Acceptable,0
504031057,Beechboro,55802,West Swan (East Metropolitan),0.4988389,Poor,Acceptable,0
504031058,Bullsbrook,55102,Swan Hills (East Metropolitan),1,Acceptable,Acceptable,0
504031059,Ellenbrook,55102,Swan Hills (East Metropolitan),0.8394118,Acceptable,Acceptable,0
504031059,Ellenbrook,55802,West Swan (East Metropolitan),0.1605882,Poor,Acceptable,0
504031060,Gidgegannup,55102,Swan Hills (East Metropolitan),1,Acceptable,Acceptable,0
504031061,Hazelmere - Guildford,50702,Belmont (East Metropolitan),0.9445109,Good,Acceptable,0
504031061,Hazelmere - Guildford,53502,Midland (East Metropolitan),0.0554891,Good,Acceptable,0
504031062,Lockridge - Kiara,50502,Bassendean (East Metropolitan),0.5000472,Poor,Acceptable,0
504031062,Lockridge - Kiara,53502,Midland (East Metropolitan),0.4999528,Good,Acceptable,0
504031063,Malaga,55802,West Swan (East Metropolitan),1,Poor,Acceptable,0
504031064,Melaleuca - Lexia,55102,Swan Hills (East Metropolitan),1,Acceptable,Acceptable,0
504031065,Middle Swan - Herne Hill,53502,Midland (East Metropolitan),0.6433333,Good,Acceptable,0
504031065,Middle Swan - Herne Hill,55802,West Swan (East Metropolitan),0.3566667,Poor,Acceptable,0
504031066,Midland - Guildford,53502,Midland (East Metropolitan),1,Good,Acceptable,0
504031067,Stratton - Jane Brook,53502,Midland (East Metropolitan),1,Good,Acceptable,0
504031068,The Vines,55102,Swan Hills (East Metropolitan),0.9185133,Acceptable,Acceptable,0
504031068,The Vines,55802,West Swan (East Metropolitan),0.0814867,Poor,Acceptable,0
504031069,Walyunga National Park,55102,Swan Hills (East Metropolitan),1,Acceptable,Acceptable,0
505011070,Craigie - Beldon,52504,Hillarys (North Metropolitan),0.6263389,Acceptable,Acceptable,0
505011070,Craigie - Beldon,52704,Joondalup (North Metropolitan),0.3736611,Poor,Acceptable,0
505011071,Currambine - Kinross,51004,Burns Beach (North Metropolitan),0.7823695,Acceptable,Acceptable,0
505011071,Currambine - Kinross,52704,Joondalup (North Metropolitan),0.2176305,Poor,Acceptable,0
505011072,Duncraig,51304,Carine (North Metropolitan),1,Acceptable,Acceptable,0
505011073,Greenwood - Warwick,53104,Kingsley (North Metropolitan),1,Good,Acceptable,0
505011074,Heathridge - Connolly,52704,Joondalup (North Metropolitan),1,Poor,Acceptable,0
505011075,Hillarys,52504,Hillarys (North Metropolitan),1,Acceptable,Acceptable,0
505011076,Iluka - Burns Beach,51004,Burns Beach (North Metropolitan),1,Acceptable,Acceptable,0
505011077,Joondalup - Edgewater,51004,Burns Beach (North Metropolitan),0.3745125,Acceptable,Acceptable,0
505011077,Joondalup - Edgewater,52704,Joondalup (North Metropolitan),0.6254875,Poor,Acceptable,0
505011078,Kingsley,52504,Hillarys (North Metropolitan),0,Acceptable,Acceptable,1
505011078,Kingsley,53104,Kingsley (North Metropolitan),1,Good,Acceptable,0
505011079,Mullaloo - Kallaroo,52504,Hillarys (North Metropolitan),0.4647169,Acceptable,Acceptable,0
505011079,Mullaloo - Kallaroo,52704,Joondalup (North Metropolitan),0.5352831,Poor,Acceptable,0
505011080,Ocean Reef,52704,Joondalup (North Metropolitan),1,Poor,Acceptable,0
505011081,Padbury,52504,Hillarys (North Metropolitan),1,Acceptable,Acceptable,0
505011082,Sorrento - Marmion,51304,Carine (North Metropolitan),0.2760449,Acceptable,Acceptable,0
505011082,Sorrento - Marmion,52504,Hillarys (North Metropolitan),0.7239551,Acceptable,Acceptable,0
505011083,Woodvale,53104,Kingsley (North Metropolitan),1,Good,Acceptable,0
505021084,Balcatta - Hamersley,50304,Balcatta (North Metropolitan),1,Good,Acceptable,0
505021085,Balga - Mirrabooka,53602,Mirrabooka (East Metropolitan),1,Acceptable,Acceptable,0
505021086,Dianella,53602,Mirrabooka (East Metropolitan),0.1533452,Acceptable,Acceptable,0
505021086,Dianella,53802,Morley (East Metropolitan),0.3291717,Poor,Acceptable,0
505021086,Dianella,53902,Mount Lawley (East Metropolitan),0.5174831,Poor,Acceptable,0
505021087,Herdsman,51504,Churchlands (North Metropolitan),1,Acceptable,Acceptable,0
505021088,Innaloo - Doubleview,54804,Scarborough (North Metropolitan),1,Acceptable,Acceptable,0
505021089,Karrinyup - Gwelup - Carine,51304,Carine (North Metropolitan),0.7221346,Acceptable,Acceptable,0
505021089,Karrinyup - Gwelup - Carine,54804,Scarborough (North Metropolitan),0.2778654,Acceptable,Acceptable,0
505021090,Nollamara - Westminster,53602,Mirrabooka (East Metropolitan),0.3477991,Acceptable,Acceptable,0
505021090,Nollamara - Westminster,53802,Morley (East Metropolitan),0.6522009,Poor,Acceptable,0
505021091,Osborne Park Industrial,54804,Scarborough (North Metropolitan),1,Acceptable,Acceptable,0
505021092,Scarborough,54804,Scarborough (North Metropolitan),1,Acceptable,Acceptable,0
505021093,Stirling - Osborne Park,50304,Balcatta (North Metropolitan),1,Good,Acceptable,0
505021094,Trigg - North Beach - Watermans Bay,51304,Carine (North Metropolitan),0.6223199,Acceptable,Acceptable,0
505021094,Trigg - North Beach - Watermans Bay,54804,Scarborough (North Metropolitan),0.3776801,Acceptable,Acceptable,0
505021095,Tuart Hill - Joondanna,50304,Balcatta (North Metropolitan),1,Good,Acceptable,0
505021096,Wembley Downs - Churchlands - Woodlands,51504,Churchlands (North Metropolitan),1,Acceptable,Acceptable,0
505021097,Yokine - Coolbinia - Menora,53902,Mount Lawley (East Metropolitan),1,Poor,Acceptable,0
505031098,Alexander Heights - Koondoola,53602,Mirrabooka (East Metropolitan),1,Acceptable,Acceptable,0
505031099,Butler - Merriwa - Ridgewood,51104,Butler (North Metropolitan),1,Good,Acceptable,0
505031100,Carramar,55504,Wanneroo (North Metropolitan),0.4365773,Acceptable,Acceptable,0
505031100,Carramar,55802,West Swan (East Metropolitan),0.5634227,Poor,Acceptable,0
505031101,Clarkson,51004,Burns Beach (North Metropolitan),1,Acceptable,Acceptable,0
505031102,Girrawheen,52404,Girrawheen (North Metropolitan),1,Good,Acceptable,0
505031103,Madeley - Darch - Landsdale,52404,Girrawheen (North Metropolitan),0.9991726,Good,Acceptable,0
505031103,Madeley - Darch - Landsdale,55802,West Swan (East Metropolitan),0.0008274,Poor,Acceptable,1
505031104,Marangaroo,52404,Girrawheen (North Metropolitan),1,Good,Acceptable,0
505031105,Mindarie - Quinns Rocks - Jindalee,51004,Burns Beach (North Metropolitan),0.4007972,Acceptable,Acceptable,0
505031105,Mindarie - Quinns Rocks - Jindalee,51104,Butler (North Metropolitan),0.5992028,Good,Acceptable,0
505031106,Neerabup National Park,51004,Burns Beach (North Metropolitan),1,Acceptable,Acceptable,0
505031107,Tapping - Ashby - Sinagra,55504,Wanneroo (North Metropolitan),0.9139785,Acceptable,Acceptable,0
505031107,Tapping - Ashby - Sinagra,55802,West Swan (East Metropolitan),0.0860215,Poor,Acceptable,0
505031108,Wanneroo,55504,Wanneroo (North Metropolitan),0.9279625,Acceptable,Acceptable,0
505031108,Wanneroo,55802,West Swan (East Metropolitan),0.0720375,Poor,Acceptable,0
505031255,Alkimos - Eglinton,51104,Butler (North Metropolitan),1,Good,Acceptable,0
505031256,Carabooda - Pinjar,55504,Wanneroo (North Metropolitan),1,Acceptable,Acceptable,0
505031257,Two Rocks,51104,Butler (North Metropolitan),1,Good,Acceptable,0
505031258,Yanchep,51104,Butler (North Metropolitan),1,Good,Acceptable,0
506011110,Armadale - Wungong - Brookdale,50202,Armadale (East Metropolitan),1,Good,Acceptable,0
506011111,Ashendon - Lesley,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
506011112,Camillo - Champion Lakes,50202,Armadale (East Metropolitan),1,Good,Acceptable,0
506011113,Forrestdale - Harrisdale - Piara Waters,52605,Jandakot (South Metropolitan),1,Good,Acceptable,0
506011114,Kelmscott,50202,Armadale (East Metropolitan),0.5618395,Good,Acceptable,0
506011114,Kelmscott,51902,Darling Range (East Metropolitan),0.4381605,Acceptable,Acceptable,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50202,Armadale (East Metropolitan),0.5863151,Good,Acceptable,0
506011115,Mount Nasura - Mount Richon - Bedfordale,51902,Darling Range (East Metropolitan),0.4136849,Acceptable,Acceptable,0
506011116,Roleystone,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
506011117,Seville Grove,50202,Armadale (East Metropolitan),1,Good,Acceptable,0
506021118,Belmont - Ascot - Redcliffe,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021119,East Victoria Park - Carlisle,55405,Victoria Park (South Metropolitan),1,Good,Acceptable,0
506021120,Kewdale Commercial,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021121,Perth Airport,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021122,Rivervale - Kewdale - Cloverdale,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,50702,Belmont (East Metropolitan),0.0838328,Good,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,55405,Victoria Park (South Metropolitan),0.9161672,Good,Acceptable,0
506031124,Bentley - Wilson - St James,51205,Cannington (South Metropolitan),0.0223132,Acceptable,Acceptable,0
506031124,Bentley - Wilson - St James,55405,Victoria Park (South Metropolitan),0.9776868,Good,Acceptable,0
506031125,Canning Vale - West,52605,Jandakot (South Metropolitan),1,Good,Acceptable,0
506031126,Canning Vale Commercial,52605,Jandakot (South Metropolitan),1,Good,Acceptable,0
506031127,Cannington - Queens Park,51205,Cannington (South Metropolitan),1,Acceptable,Acceptable,0
506031128,Parkwood - Ferndale - Lynwood,51205,Cannington (South Metropolitan),1,Acceptable,Acceptable,0
506031129,Riverton - Shelley - Rossmoyne,51205,Cannington (South Metropolitan),0.0779799,Acceptable,Acceptable,0
506031129,Riverton - Shelley - Rossmoyne,54505,Riverton (South Metropolitan),0.9220201,Good,Acceptable,0
506031130,Welshpool,51205,Cannington (South Metropolitan),1,Acceptable,Acceptable,0
506031131,Willetton,54505,Riverton (South Metropolitan),1,Good,Acceptable,0
506041132,Beckenham - Kenwick - Langford,51205,Cannington (South Metropolitan),0.6987831,Acceptable,Acceptable,0
506041132,Beckenham - Kenwick - Langford,52102,Forrestfield (East Metropolitan),0.2877249,Acceptable,Acceptable,0
506041132,Beckenham - Kenwick - Langford,55202,Thornlie (East Metropolitan),0.0134921,Acceptable,Acceptable,0
506041133,Canning Vale - East,52605,Jandakot (South Metropolitan),0.1940234,Good,Acceptable,0
506041133,Canning Vale - East,55005,Southern River (South Metropolitan),0.8059766,Acceptable,Acceptable,0
506041134,Gosnells,55005,Southern River (South Metropolitan),0.4853072,Acceptable,Acceptable,0
506041134,Gosnells,55202,Thornlie (East Metropolitan),0.5146928,Acceptable,Acceptable,0
506041135,Huntingdale - Southern River,55005,Southern River (South Metropolitan),1,Acceptable,Acceptable,0
506041136,Maddington - Orange Grove - Martin,52102,Forrestfield (East Metropolitan),0.0408,Acceptable,Acceptable,0
