LOCALITY_NAME_NOV2019,LOCALITY_PID_NOV2019,CED_CODE_2018,CED_NAME_2018,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
MARLO,VIC1602,216,Gippsland,1,Good,Good,0
MARLO MERRICAN,NSW2516,124,Lyne,1,Good,Good,0
MARLOW,NSW2517,140,Robertson,1,Good,Good,0
MARLOW LAGOON,NT178,702,Solomon,1,Good,Good,0
MARLOWE,NSW2518,113,Eden-Monaro,1,Good,Good,0
MARMADUA,QLD1812,321,Maranoa,1,Good,Good,0
MARMION,WA3342,510,Moore,1,Good,Good,0
MARMONG POINT,NSW2519,121,Hunter,1,Good,Good,0
MARMOR,QLD1813,311,Flynn,1,Good,Good,0
MARNE,WA2741,506,Durack,1,Good,Good,0
MARNOO,VIC1603,229,Mallee,1,Good,Good,0
MARNOO EAST,VIC1604,229,Mallee,1,Good,Good,0
MARNOO WEST,VIC1605,229,Mallee,1,Good,Good,0
MARODIAN,QLD1814,329,Wide Bay,1,Good,Good,0
MAROLA,SA793,404,Grey,1,Good,Good,0
MAROM CREEK,NSW2520,133,Page,1,Good,Good,0
MARONG,VIC1606,203,Bendigo,0.985138,Good,Good,0
MARONG,VIC1606,229,Mallee,0.014862,Good,Good,0
MAROOCHY RIVER,QLD1815,309,Fairfax,1,Good,Good,0
MAROOCHYDORE,QLD1816,309,Fairfax,1,Good,Good,0
MAROON,QLD1817,330,Wright,1,Good,Good,0
MAROONA,VIC1607,237,Wannon,1,Good,Good,0
MAROONDAN,QLD1818,311,Flynn,1,Good,Good,0
MAROOTA,NSW2521,104,Berowra,1,Acceptable,Good,0
MAROUBRA,NSW2522,122,Kingsford Smith,1,Good,Good,0
MARRABEL,SA794,404,Grey,1,Good,Good,0
MARRACOONDA,WA2563,511,O'Connor,1,Good,Good,0
MARRADONG,WA2138,503,Canning,1,Good,Good,0
MARRAH,WA2739,506,Durack,1,Good,Good,0
MARRAKAI,NT179,701,Lingiari,1,Good,Good,0
MARRANGAROO,NSW2523,107,Calare,1,Good,Good,0
MARRAR,NSW2524,139,Riverina,1,Good,Good,0
MARRARA,NT180,702,Solomon,1,Good,Good,0
MARRAWAH,TAS382,602,Braddon,1,Good,Good,0
MARRAWEENEY,VIC1608,222,Indi,1,Good,Good,0
MARREE,SA795,404,Grey,1,Good,Good,0
MARREE STATION,SA210006087,404,Grey,1,Good,Good,0
MARRICKVILLE,NSW2525,102,Barton,0.3827496,Acceptable,Good,0
MARRICKVILLE,NSW2525,117,Grayndler,0.6172504,Acceptable,Good,0
MARRINUP,WA2904,503,Canning,1,Good,Good,0
MARRYATVILLE,SA796,410,Sturt,1,Good,Good,0
MARSDEN,QLD1819,327,Rankin,1,Good,Good,0
MARSDEN PARK,NSW2526,108,Chifley,1,Acceptable,Good,0
MARSFIELD,NSW2527,103,Bennelong,1,Good,Good,0
MARSHALL,VIC1609,209,Corangamite,1,Good,Good,0
MARSHALL,VIC1609,210,Corio,0,Good,Good,1
MARSHALL MOUNT,NSW2528,147,Whitlam,1,Good,Good,0
MARSHDALE,NSW2529,124,Lyne,1,Good,Good,0
MARSHLANDS,QLD1820,311,Flynn,1,Good,Good,0
MARTHAGUY,NSW2530,134,Parkes,1,Good,Good,0
MARTHAVALE,VIC1610,216,Gippsland,1,Good,Good,0
MARTIN,WA2620,503,Canning,1,Good,Good,0
MARTINDALE,NSW2531,121,Hunter,1,Good,Good,0
MARTINS CREEK,NSW2532,124,Lyne,1,Good,Good,0
MARTINS WELL,SA210006161,404,Grey,1,Good,Good,0
MARTINSVILLE,NSW2533,121,Hunter,1,Good,Good,0
MARTYVILLE,QLD1821,317,Kennedy,1,Good,Good,0
MARULAN,NSW2534,120,Hume,1,Good,Good,0
MARUNGI,VIC1611,235,Nicholls,1,Good,Good,0
MARVEL LOCH,WA1924,506,Durack,1,Good,Good,0
MARYBOROUGH,QLD1822,329,Wide Bay,1,Good,Good,0
MARYBOROUGH,VIC1612,229,Mallee,1,Good,Good,0
MARYBOROUGH WEST,QLD1823,329,Wide Bay,1,Good,Good,0
MARYBROOK,WA2791,507,Forrest,1,Good,Good,0
MARYKNOLL,VIC1613,234,Monash,1,Good,Good,0
MARYLAND,NSW2535,131,Newcastle,1,Good,Good,0
MARYLAND,NSW2536,130,New England,1,Good,Good,0
MARYS CREEK,QLD1824,329,Wide Bay,1,Good,Good,0
MARYS MOUNT,NSW2537,134,Parkes,1,Good,Good,0
MARYSVILLE,VIC1614,222,Indi,1,Good,Good,0
MARYVALE,NSW2538,107,Calare,1,Good,Good,0
MARYVALE,QLD1825,305,Capricornia,1,Good,Good,0
MARYVALE,QLD1826,321,Maranoa,1,Good,Good,0
MARYVALE,SA797,404,Grey,1,Good,Good,0
MARYVALE,VIC1615,216,Gippsland,1,Good,Good,0
MARYVILLE,NSW2539,131,Newcastle,1,Good,Good,0
MASCOT,NSW2540,122,Kingsford Smith,1,Good,Good,0
MASIG ISLAND,QLD1827,318,Leichhardt,1,Good,Good,0
MASLIN BEACH,SA798,406,Kingston,1,Good,Good,0
MASSEY,VIC1616,229,Mallee,1,Good,Good,0
MASSEY BAY,WA2986,506,Durack,1,Good,Good,0
MASSIE,QLD1828,321,Maranoa,1,Good,Good,0
MATARANKA,NT181,701,Lingiari,1,Good,Good,0
MATCHAM,NSW2541,112,Dobell,1,Good,Good,0
MATHESON,NSW2542,130,New England,1,Good,Good,0
MATHINNA,TAS383,605,Lyons,1,Good,Good,0
MATHOURA,NSW2543,114,Farrer,1,Good,Good,0
MATLOCK,VIC1617,206,Casey,0.9999967,Good,Good,0
MATLOCK,VIC1617,222,Indi,3.3e-06,Good,Good,1
MATONG,NSW2544,139,Riverina,1,Good,Good,0
MATRAVILLE,NSW2545,122,Kingsford Smith,1,Good,Good,0
MATTA FLAT,SA799,404,Grey,1,Good,Good,0
MAUDE,NSW2546,114,Farrer,1,Good,Good,0
MAUDE,SA800,402,Barker,1,Good,Good,0
MAUDE,VIC1618,209,Corangamite,1,Good,Good,0
MAUDSLAND,QLD1829,312,Forde,0.290896,Good,Good,0
MAUDSLAND,QLD1829,330,Wright,0.709104,Good,Good,0
MAULES CREEK,NSW2547,134,Parkes,1,Good,Good,0
MAWBANNA,TAS384,602,Braddon,1,Good,Good,0
MAWSON,ACT333,801,Bean,1,Good,Good,0
MAWSON LAKES,SA801,407,Makin,1,Good,Good,0
MAXWELL,NSW2548,139,Riverina,1,Good,Good,0
MAXWELTON,QLD1830,317,Kennedy,1,Good,Good,0
MAY DOWNS,QLD1831,305,Capricornia,1,Good,Good,0
MAYA,WA1966,506,Durack,1,Good,Good,0
MAYANUP,WA2095,511,O'Connor,1,Good,Good,0
MAYBERRY,TAS385,605,Lyons,1,Good,Good,0
MAYBOLE,NSW2549,130,New England,1,Good,Good,0
MAYDENA,TAS386,605,Lyons,1,Good,Good,0
MAYERS FLAT,NSW2550,124,Lyne,1,Good,Good,0
MAYFIELD,NSW2551,113,Eden-Monaro,1,Good,Good,0
MAYFIELD,NSW2552,107,Calare,1,Good,Good,0
MAYFIELD,NSW2553,131,Newcastle,1,Good,Good,0
MAYFIELD,NSW2554,116,Gilmore,1,Good,Good,0
MAYFIELD,SA802,404,Grey,1,Good,Good,0
MAYFIELD,TAS387,601,Bass,1,Good,Good,0
MAYFIELD EAST,NSW2555,131,Newcastle,1,Good,Good,0
MAYFIELD NORTH,NSW2556,131,Newcastle,1,Good,Good,0
MAYFIELD WEST,NSW2557,131,Newcastle,1,Good,Good,0
MAYLANDS,SA803,410,Sturt,1,Good,Good,0
MAYLANDS,WA3156,513,Perth,1,Good,Good,0
MAYLANDS,WA3156,,,0,NA,Good,4
MAYRUNG,NSW2558,114,Farrer,1,Good,Good,0
MAYS HILL,NSW2559,135,Parramatta,1,Acceptable,Good,0
MAYVALE,NSW2560,130,New England,1,Good,Good,0
MCALINDEN,WA2094,511,O'Connor,1,Good,Good,0
MCARTHUR,NT182,701,Lingiari,1,Good,Good,0
MCBEAN POUND,SA804,402,Barker,1,Good,Good,0
MCBEATH,WA3386,506,Durack,1,Good,Good,0
MCCALLUM,SA805,402,Barker,1,Good,Good,0
MCCARRS CREEK,NSW5089,126,Mackellar,1,Good,Good,0
MCCRACKEN,SA806,408,Mayo,1,Good,Good,0
MCCRAE,VIC1619,213,Flinders,1,Good,Good,0
MCCULLYS GAP,NSW2561,121,Hunter,1,Good,Good,0
MCCUTCHEON,QLD1832,317,Kennedy,1,Good,Good,0
MCDESME,QLD1833,306,Dawson,1,Good,Good,0
MCDOUALL PEAK,SA210006032,404,Grey,1,Good,Good,0
MCDOUGALLS HILL,NSW2562,121,Hunter,1,Good,Good,0
MCDOWALL,QLD1834,307,Dickson,0.1833015,Good,Good,0
MCDOWALL,QLD1834,319,Lilley,0.8166985,Good,Good,0
MCEWENS BEACH,QLD1835,305,Capricornia,1,Good,Good,0
MCGRATHS HILL,NSW2563,127,Macquarie,1,Good,Good,0
MCHARG CREEK,SA807,408,Mayo,1,Good,Good,0
MCILWRAITH,QLD1836,311,Flynn,1,Good,Good,0
MCINTOSH CREEK,QLD1837,329,Wide Bay,1,Good,Good,0
MCINTYRE,VIC1620,229,Mallee,1,Good,Good,0
MCKAIL,WA2774,511,O'Connor,1,Good,Good,0
MCKEES HILL,NSW2564,133,Page,1,Good,Good,0
MCKELLAR,ACT575,803,Fenner,1,Good,Good,0
MCKELLARS PARK,NSW2565,107,Calare,1,Good,Good,0
MCKENZIE CREEK,VIC1621,229,Mallee,1,Good,Good,0
MCKENZIE HILL,VIC1622,203,Bendigo,1,Good,Good,0
MCKINLAY,QLD1838,317,Kennedy,1,Good,Good,0
MCKINNON,VIC1623,217,Goldstein,0.9776784,Good,Good,0
MCKINNON,VIC1623,221,Hotham,0.0223216,Acceptable,Good,0
MCLAREN FLAT,SA808,408,Mayo,1,Good,Good,0
MCLAREN VALE,SA809,408,Mayo,1,Good,Good,0
MCLEANS RIDGES,NSW2566,133,Page,1,Good,Good,0
MCLEODS SHOOT,NSW2567,138,Richmond,1,Good,Good,0
MCLOUGHLINS BEACH,VIC1624,216,Gippsland,1,Good,Good,0
MCMAHONS CREEK,VIC1625,206,Casey,1,Good,Good,0
MCMAHONS POINT,NSW2568,132,North Sydney,1,Good,Good,0
MCMAHONS REEF,NSW2569,139,Riverina,1,Good,Good,0
MCMILLANS,VIC1626,229,Mallee,1,Good,Good,0
MCMINNS LAGOON,NT312,701,Lingiari,1,Good,Good,0
MEAD,VIC1627,229,Mallee,1,Good,Good,0
MEADOW,WA1951,506,Durack,1,Good,Good,0
MEADOW CREEK,VIC1628,222,Indi,1,Good,Good,0
MEADOW FLAT,NSW2570,107,Calare,1,Good,Good,0
MEADOW HEIGHTS,VIC1629,205,Calwell,1,Good,Good,0
MEADOW SPRINGS,WA3060,503,Canning,1,Good,Good,0
MEADOWBANK,NSW2571,103,Bennelong,1,Good,Good,0
MEADOWBANK,TAS388,605,Lyons,1,Good,Good,0
MEADOWBROOK,QLD1839,312,Forde,0.5959368,Good,Good,0
MEADOWBROOK,QLD1839,327,Rankin,0.4040632,Good,Good,0
MEADOWS,SA810,408,Mayo,1,Good,Good,0
MEADOWVALE,QLD1840,311,Flynn,1,Good,Good,0
MEANDARRA,QLD1841,321,Maranoa,1,Good,Good,0
MEANDER,TAS389,605,Lyons,1,Good,Good,0
MEATIAN,VIC1630,229,Mallee,1,Good,Good,0
MEBBIN,NSW2572,138,Richmond,1,Good,Good,0
MEBUL,NSW2573,107,Calare,1,Good,Good,0
MECKERING,WA2663,506,Durack,1,Good,Good,0
MEDA,WA1845,506,Durack,1,Good,Good,0
MEDINA,WA3072,501,Brand,1,Good,Good,0
MEDINDIE,SA811,401,Adelaide,1,Good,Good,0
MEDINDIE GARDENS,SA812,401,Adelaide,1,Good,Good,0
MEDLOW BATH,NSW2574,127,Macquarie,1,Good,Good,0
MEDOWIE,NSW2575,136,Paterson,1,Good,Good,0
MEDWAY,NSW2577,120,Hume,1,Good,Good,0
MEEKATHARRA,WA1716,506,Durack,1,Good,Good,0
MEEKING,WA2581,511,O'Connor,1,Good,Good,0
MEELON,WA2583,503,Canning,1,Good,Good,0
MEENAAR,WA2652,512,Pearce,1,Good,Good,0
MEENIYAN,VIC1631,234,Monash,1,Good,Good,0
MEERING WEST,VIC1632,229,Mallee,1,Good,Good,0
MEERLIEU,VIC1633,216,Gippsland,1,Good,Good,0
MEERSCHAUM VALE,NSW2578,133,Page,1,Good,Good,0
MEERUP,WA2420,511,O'Connor,1,Good,Good,0
MEGALONG VALLEY,NSW5041,107,Calare,0.3464052,Good,Good,0
MEGALONG VALLEY,NSW5041,127,Macquarie,0.6535948,Good,Good,0
MEGAN,NSW2580,110,Cowper,1,Good,Good,0
MEIKLEVILLE HILL,QLD1842,305,Capricornia,1,Good,Good,0
MELALEUCA,WA2514,512,Pearce,1,Good,Good,0
MELAWONDI,QLD1843,329,Wide Bay,1,Good,Good,0
MELBA,ACT572,803,Fenner,1,Good,Good,0
MELBERGEN,NSW2581,114,Farrer,1,Good,Good,0
MELBOURNE,VIC1634,228,Macnamara,0.1961036,Good,Good,0
MELBOURNE,VIC1634,232,Melbourne,0.8038964,Good,Good,0
MELBOURNE AIRPORT,VIC1635,205,Calwell,1,Good,Good,0
MELDALE,QLD1844,320,Longman,1,Good,Good,0
MELINGA,NSW2582,124,Lyne,1,Good,Good,0
MELLA,TAS390,602,Braddon,1,Good,Good,0
MELLONG,NSW2583,127,Macquarie,1,Good,Good,0
MELLOOL,NSW2584,114,Farrer,1,Good,Good,0
MELROSE,QLD1845,311,Flynn,1,Good,Good,0
MELROSE,SA813,404,Grey,1,Good,Good,0
MELROSE,TAS391,602,Braddon,1,Good,Good,0
MELROSE PARK,NSW2585,103,Bennelong,1,Good,Good,0
MELROSE PARK,SA814,403,Boothby,1,Good,Good,0
MELTON,SA815,404,Grey,1,Good,Good,0
MELTON,VIC1636,218,Gorton,1,Good,Good,0
MELTON MOWBRAY,TAS392,605,Lyons,1,Good,Good,0
MELTON SOUTH,VIC1637,218,Gorton,1,Good,Good,0
MELTON STATION,SA210006162,404,Grey,1,Good,Good,0
MELTON WEST,VIC1638,218,Gorton,1,Good,Good,0
MELVILLE,NSW2586,124,Lyne,1,Good,Good,0
MELVILLE,WA3305,516,Tangney,1,Good,Good,0
MELVILLE FOREST,VIC1639,237,Wannon,1,Good,Good,0
MELWOOD,VIC1640,216,Gippsland,1,Good,Good,0
MEMAGONG,NSW2587,139,Riverina,1,Good,Good,0
MEMANA,TAS393,601,Bass,1,Good,Good,0
MEMERAMBI,QLD1846,321,Maranoa,1,Good,Good,0
MENA CREEK,QLD1847,317,Kennedy,1,Good,Good,0
MENA PARK,VIC1641,237,Wannon,1,Good,Good,0
MENAH,NSW2588,107,Calare,1,Good,Good,0
MENAI,NSW2589,119,Hughes,1,Good,Good,0
MENANGLE,NSW2590,120,Hume,1,Good,Good,0
MENANGLE PARK,NSW2591,125,Macarthur,1,Good,Good,0
MENDOORAN,NSW2592,134,Parkes,1,Good,Good,0
MENGHA,TAS394,602,Braddon,1,Good,Good,0
MENINDEE,NSW2593,134,Parkes,1,Good,Good,0
MENINGIE,SA816,402,Barker,1,Good,Good,0
MENINGIE EAST,SA817,402,Barker,1,Good,Good,0
MENINGIE WEST,SA818,402,Barker,1,Good,Good,0
MENORA,WA3327,513,Perth,1,Good,Good,0
MENTMORE,QLD1848,306,Dawson,1,Good,Good,0
MENTONE,VIC1642,223,Isaacs,1,Acceptable,Good,0
MENZIES,QLD1849,317,Kennedy,1,Good,Good,0
MENZIES,SA819,408,Mayo,1,Good,Good,0
MENZIES,WA1729,511,O'Connor,1,Good,Good,0
MENZIES CREEK,VIC1643,206,Casey,0.7068794,Good,Good,0
MENZIES CREEK,VIC1643,226,La Trobe,0.2931206,Good,Good,0
MEPUNGA,VIC1644,237,Wannon,1,Good,Good,0
MEPUNGA EAST,VIC1645,237,Wannon,1,Good,Good,0
MEPUNGA WEST,VIC1646,237,Wannon,1,Good,Good,0
MER ISLAND,QLD3363,318,Leichhardt,1,Good,Good,0
MERAH NORTH,NSW2594,134,Parkes,1,Good,Good,0
MERBEIN,VIC1647,229,Mallee,1,Good,Good,0
MERBEIN SOUTH,VIC1648,229,Mallee,1,Good,Good,0
MERBEIN WEST,VIC1649,229,Mallee,1,Good,Good,0
MERCUNDA,SA820,402,Barker,1,Good,Good,0
MEREDITH,VIC1650,209,Corangamite,1,Good,Good,0
MEREENIE,NT184,701,Lingiari,1,Good,Good,0
MEREWETHER,NSW2595,131,Newcastle,1,Good,Good,0
MEREWETHER HEIGHTS,NSW2596,131,Newcastle,1,Good,Good,0
MERGHINY,SA821,404,Grey,1,Good,Good,0
MERIBAH,SA822,402,Barker,1,Good,Good,0
MERIDAN PLAINS,QLD1850,310,Fisher,1,Good,Good,0
MERILUP,WA2190,511,O'Connor,1,Good,Good,0
MERIMBULA,NSW2597,113,Eden-Monaro,1,Good,Good,0
MERINGANDAN,QLD1851,314,Groom,1,Good,Good,0
MERINGANDAN WEST,QLD1852,314,Groom,1,Good,Good,0
MERINGO,NSW2598,116,Gilmore,1,Good,Good,0
MERINGUR,VIC1651,229,Mallee,1,Good,Good,0
MERINO,VIC1652,237,Wannon,1,Good,Good,0
MERIVALE,WA2402,511,O'Connor,1,Good,Good,0
MERKANOOKA,WA2363,506,Durack,1,Good,Good,0
MERLWOOD,QLD1853,329,Wide Bay,1,Good,Good,0
MERMAID BEACH,QLD1854,323,Moncrieff,1,Good,Good,0
MERMAID WATERS,QLD1855,323,Moncrieff,1,Good,Good,0
MERNDA,VIC1653,231,McEwen,0.6357438,Good,Good,0
MERNDA,VIC1653,236,Scullin,0.3642562,Good,Good,0
MERNOT,NSW2599,124,Lyne,1,Good,Good,0
MEROO,NSW2600,107,Calare,1,Good,Good,0
MEROO MEADOW,NSW2601,116,Gilmore,1,Good,Good,0
MEROTHERIE,NSW2602,107,Calare,1,Good,Good,0
MERREDIN,WA2325,506,Durack,1,Good,Good,0
MERRIANG,VIC1654,222,Indi,1,Good,Good,0
MERRIANG SOUTH,VIC1655,222,Indi,1,Good,Good,0
MERRIANGAAH,NSW2603,113,Eden-Monaro,1,Good,Good,0
MERRICKS,VIC1656,213,Flinders,1,Good,Good,0
MERRICKS BEACH,VIC1657,213,Flinders,1,Good,Good,0
MERRICKS NORTH,VIC1658,213,Flinders,1,Good,Good,0
MERRICUMBENE,NSW2604,113,Eden-Monaro,5e-07,Good,Good,1
MERRICUMBENE,NSW2604,116,Gilmore,0.9999995,Good,Good,0
MERRIGAL,NSW2605,134,Parkes,1,Good,Good,0
MERRIGUM,VIC1659,235,Nicholls,1,Good,Good,0
MERRIJIG,VIC2958,216,Gippsland,1,Good,Good,0
MERRIJIG,VIC2964,222,Indi,1,Good,Good,0
MERRILL,NSW2606,120,Hume,1,Good,Good,0
MERRIMAC,QLD1856,322,McPherson,0.7903451,Good,Good,0
MERRIMAC,QLD1856,323,Moncrieff,0.2096549,Good,Good,0
MERRIMU,VIC1662,202,Ballarat,1,Good,Good,0
MERRINEE,VIC1663,229,Mallee,1,Good,Good,0
MERRITON,SA823,404,Grey,1,Good,Good,0
MERRITTS CREEK,QLD1857,314,Groom,1,Good,Good,0
MERRIWA,NSW2607,130,New England,1,Good,Good,0
MERRIWA,WA3204,512,Pearce,1,Good,Good,0
MERRIWAGGA,NSW2608,114,Farrer,1,Good,Good,0
MERRYBURN,QLD1858,317,Kennedy,1,Good,Good,0
MERRYGOEN,NSW2609,134,Parkes,1,Good,Good,0
MERRYLANDS,NSW2610,128,McMahon,0.325054,Acceptable,Good,0
MERRYLANDS,NSW2610,135,Parramatta,0.674946,Acceptable,Good,0
MERRYLANDS WEST,NSW2611,128,McMahon,1,Acceptable,Good,0
MERRYVALE,QLD1859,330,Wright,1,Good,Good,0
MERSEY FOREST,TAS395,605,Lyons,1,Good,Good,0
MERSEYLEA,TAS396,605,Lyons,1,Good,Good,0
MERTON,VIC1664,222,Indi,1,Good,Good,0
MERTY MERTY,SA210006143,404,Grey,1,Good,Good,0
MERU,WA3252,506,Durack,1,Good,Good,0
MERUNGLE HILL,NSW2612,114,Farrer,1,Good,Good,0
MERYLA,NSW2613,120,Hume,1,Good,Good,0
METCALFE,VIC1665,203,Bendigo,1,Good,Good,0
METCALFE EAST,VIC1666,203,Bendigo,1,Good,Good,0
METFORD,NSW2614,136,Paterson,1,Good,Good,0
METHUL,NSW2615,139,Riverina,1,Good,Good,0
METRICUP,WA2461,507,Forrest,1,Good,Good,0
METTLER,WA2056,511,O'Connor,1,Good,Good,0
METUNG,VIC1667,216,Gippsland,1,Good,Good,0
METZ,NSW5106,130,New England,1,Good,Good,0
MEUNNA,TAS397,602,Braddon,1,Good,Good,0
MEXICO,QLD1860,321,Maranoa,1,Good,Good,0
MIA MIA,QLD1861,305,Capricornia,1,Good,Good,0
MIA MIA,VIC1668,203,Bendigo,0.747191,Good,Good,0
MIA MIA,VIC1668,235,Nicholls,0.252809,Good,Good,0
MIALLO,QLD1862,318,Leichhardt,1,Good,Good,0
MIAMI,QLD1863,323,Moncrieff,1,Good,Good,0
MIAMLEY,NSW2616,134,Parkes,1,Good,Good,0
MIAMOON,WA2386,506,Durack,1,Good,Good,0
MIANDETTA,NSW2617,134,Parkes,1,Good,Good,0
MIANDETTA,TAS398,602,Braddon,1,Good,Good,0
MIARA,QLD1864,311,Flynn,1,Good,Good,0
MICA CREEK,QLD1865,317,Kennedy,1,Good,Good,0
MICALO ISLAND,NSW2618,133,Page,1,Good,Good,0
MICHELAGO,NSW2619,113,Eden-Monaro,1,Good,Good,0
MICKET CREEK,NT310,701,Lingiari,1,Good,Good,0
MICKLEHAM,VIC1669,205,Calwell,1,Good,Good,0
MIDDLE ARM,NSW2620,120,Hume,1,Good,Good,0
MIDDLE BEACH,SA824,404,Grey,1,Good,Good,0
MIDDLE BROOK,NSW2621,130,New England,1,Good,Good,0
MIDDLE BROTHER,NSW2622,124,Lyne,1,Good,Good,0
MIDDLE COVE,NSW2623,132,North Sydney,1,Good,Good,0
MIDDLE CREEK,VIC1670,237,Wannon,1,Good,Good,0
MIDDLE DURAL,NSW2624,104,Berowra,1,Acceptable,Good,0
MIDDLE FALBROOK,NSW2625,121,Hunter,1,Good,Good,0
MIDDLE FLAT,NSW2626,113,Eden-Monaro,1,Good,Good,0
MIDDLE HARBOUR,NSW2627,106,Bradfield,0.125,Good,Good,0
MIDDLE HARBOUR,NSW2627,132,North Sydney,0.375,Good,Good,0
MIDDLE HARBOUR,NSW2627,143,Warringah,0.5,Acceptable,Good,0
MIDDLE PARK,QLD1866,325,Oxley,1,Good,Good,0
MIDDLE PARK,VIC1671,228,Macnamara,1,Good,Good,0
MIDDLE POCKET,NSW2628,138,Richmond,1,Good,Good,0
MIDDLE POINT,NT186,701,Lingiari,1,Good,Good,0
MIDDLE RIDGE,QLD1867,314,Groom,1,Good,Good,0
MIDDLE RIVER,SA825,408,Mayo,1,Good,Good,0
MIDDLE SWAN,WA2936,509,Hasluck,0.8580442,Good,Good,0
MIDDLE SWAN,WA2936,512,Pearce,0.1419558,Good,Good,0
MIDDLE TARWIN,VIC1672,234,Monash,1,Good,Good,0
MIDDLEBACK RANGE,SA210006050,404,Grey,1,Good,Good,0
MIDDLEBROOK,QLD1868,317,Kennedy,1,Good,Good,0
MIDDLEMOUNT,QLD1869,305,Capricornia,1,Good,Good,0
MIDDLESEX,TAS399,605,Lyons,1,Good,Good,0
MIDDLESEX,WA2538,511,O'Connor,1,Good,Good,0
MIDDLETON,QLD1870,321,Maranoa,1,Good,Good,0
MIDDLETON,SA826,408,Mayo,1,Good,Good,0
MIDDLETON,TAS400,604,Franklin,1,Good,Good,0
MIDDLETON BEACH,WA3290,511,O'Connor,1,Good,Good,0
MIDDLETON GRANGE,NSW2629,146,Werriwa,1,Good,Good,0
MIDDLINGBANK,NSW2630,113,Eden-Monaro,1,Good,Good,0
MIDGE POINT,QLD1871,306,Dawson,1,Good,Good,0
MIDGEE,QLD1872,311,Flynn,1,Good,Good,0
MIDGEE,SA827,404,Grey,1,Good,Good,0
MIDGENOO,QLD1873,317,Kennedy,1,Good,Good,0
MIDGEREE BAR,QLD1874,317,Kennedy,1,Good,Good,0
MIDGINBIL,NSW2631,138,Richmond,1,Good,Good,0
MIDLAND,WA3227,509,Hasluck,1,Good,Good,0
MIDVALE,WA3232,509,Hasluck,1,Good,Good,0
MIDWAY POINT,TAS401,605,Lyons,1,Good,Good,0
MIENA,TAS402,605,Lyons,1,Good,Good,0
MIEPOLL,VIC1673,235,Nicholls,1,Good,Good,0
MIGA LAKE,VIC1674,229,Mallee,1,Good,Good,0
MIGHELL,QLD1875,317,Kennedy,1,Good,Good,0
MIHI,NSW2632,130,New England,1,Good,Good,0
MIL-LEL,SA1641,402,Barker,1,Good,Good,0
MILA,NSW2633,113,Eden-Monaro,1,Good,Good,0
MILABENA,TAS403,602,Braddon,1,Good,Good,0
MILANG,SA829,408,Mayo,1,Good,Good,0
MILAWA,VIC1675,222,Indi,1,Good,Good,0
MILBONG,QLD1876,330,Wright,1,Good,Good,0
MILBRODALE,NSW2634,121,Hunter,1,Good,Good,0
MILBRULONG,NSW2635,139,Riverina,1,Good,Good,0
MILDURA,VIC1676,229,Mallee,1,Good,Good,0
MILE END,SA830,401,Adelaide,1,Good,Good,0
MILE END SOUTH,SA831,401,Adelaide,1,Good,Good,0
MILENDELLA,SA832,402,Barker,1,Good,Good,0
MILES,QLD1877,321,Maranoa,1,Good,Good,0
MILES END,QLD1878,317,Kennedy,1,Good,Good,0
MILFORD,QLD1879,330,Wright,1,Good,Good,0
MILIKAPITI,NT187,701,Lingiari,1,Good,Good,0
MILING,WA1956,506,Durack,1,Good,Good,0
MILINGIMBI,NT188,701,Lingiari,1,Good,Good,0
MILKERS FLAT,NSW2636,107,Calare,1,Good,Good,0
MILL PARK,VIC1677,236,Scullin,1,Good,Good,0
MILLAA MILLAA,QLD1880,317,Kennedy,1,Good,Good,0
MILLAH MURRAH,NSW2637,107,Calare,1,Good,Good,0
MILLAROO,QLD1881,317,Kennedy,1,Good,Good,0
MILLARS WELL,WA3384,506,Durack,1,Good,Good,0
MILLBANK,NSW2638,110,Cowper,1,Good,Good,0
MILLBANK,QLD1882,316,Hinkler,1,Good,Good,0
MILLBRIDGE,WA3048,507,Forrest,1,Good,Good,0
MILLBROOK,SA833,408,Mayo,1,Good,Good,0
MILLBROOK,VIC1678,202,Ballarat,1,Good,Good,0
MILLBROOK,WA2778,511,O'Connor,1,Good,Good,0
MILLCHESTER,QLD1883,317,Kennedy,1,Good,Good,0
MILLENDON,WA2941,512,Pearce,1,Good,Good,0
MILLER,NSW2639,146,Werriwa,1,Good,Good,0
MILLERS BLUFF,TAS404,605,Lyons,1,Good,Good,0
MILLERS CREEK,SA210006025,404,Grey,1,Good,Good,0
MILLERS FOREST,NSW2640,136,Paterson,1,Good,Good,0
MILLERS POINT,NSW2641,142,Sydney,1,Good,Good,0
MILLFIELD,NSW2642,121,Hunter,1,Good,Good,0
MILLGROVE,VIC1679,206,Casey,1,Good,Good,0
MILLICENT,SA834,402,Barker,1,Good,Good,0
MILLIE,NSW2643,134,Parkes,1,Good,Good,0
MILLINGANDI,NSW2644,113,Eden-Monaro,1,Good,Good,0
MILLMERRAN,QLD1884,321,Maranoa,1,Good,Good,0
MILLMERRAN DOWNS,QLD1885,321,Maranoa,1,Good,Good,0
MILLMERRAN WOODS,QLD1886,321,Maranoa,1,Good,Good,0
MILLNER,NT189,702,Solomon,1,Good,Good,0
MILLOO,VIC1680,229,Mallee,3e-07,Good,Good,1
