SA2_MAINCODE_2016,SA2_NAME_2016,LGA_CODE_2016,LGA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
112021246,Goonellabah,14850,Lismore (C),1,Good,Good,0
112021247,Kyogle,14550,Kyogle (A),1,Acceptable,Good,0
112021248,Lismore,14850,Lismore (C),1,Good,Good,0
112021249,Lismore Region,10250,Ballina (A),0.0069117,Good,Good,1
112021249,Lismore Region,11350,Byron (A),0.0122948,Good,Good,0
112021249,Lismore Region,14550,Kyogle (A),0.0027248,Acceptable,Good,1
112021249,Lismore Region,14850,Lismore (C),0.9738818,Good,Good,0
112021249,Lismore Region,16610,Richmond Valley (A),0.0041869,Good,Good,1
112031250,Kingscliff - Fingal Head,17550,Tweed (A),1,Good,Good,0
112031251,Murwillumbah,17550,Tweed (A),1,Good,Good,0
112031252,Murwillumbah Region,17550,Tweed (A),1,Good,Good,0
112031253,Pottsville,17550,Tweed (A),1,Good,Good,0
112031254,Tweed Heads,17550,Tweed (A),1,Good,Good,0
112031550,Banora Point,17550,Tweed (A),1,Good,Good,0
112031551,Terranora - North Tumblegum,17550,Tweed (A),1,Good,Good,0
112031552,Tweed Heads South,17550,Tweed (A),1,Good,Good,0
113011256,Griffith (NSW),13450,Griffith (C),1,Acceptable,Good,0
113011257,Griffith Region,10800,Bland (A),0.0022495,Good,Good,1
113011257,Griffith Region,11600,Carrathool (A),0.210906,Poor,Good,0
113011257,Griffith Region,13450,Griffith (C),0.5056624,Acceptable,Good,0
113011257,Griffith Region,14750,Leeton (A),0.0764815,Good,Good,0
113011257,Griffith Region,15560,Murrumbidgee (A),0.1981849,Poor,Good,0
113011257,Griffith Region,15800,Narrandera (A),0.0065157,Good,Good,1
113011258,Leeton,14750,Leeton (A),1,Good,Good,0
113011259,Narrandera,12870,Federation (A),0.030033,Good,Good,0
113011259,Narrandera,14750,Leeton (A),0.0122112,Good,Good,0
113011259,Narrandera,15800,Narrandera (A),0.9577557,Good,Good,0
113021260,Tumbarumba,13340,Greater Hume Shire (A),0.0120725,Acceptable,Good,0
113021260,Tumbarumba,17080,Snowy Valleys (A),0.9879275,Good,Good,0
113021261,Tumut,17080,Snowy Valleys (A),1,Good,Good,0
113021262,Tumut Region,17040,Snowy Monaro Regional (A),0,Good,Good,1
113021262,Tumut Region,17080,Snowy Valleys (A),1,Good,Good,0
113021262,Tumut Region,18710,Yass Valley (A),0,Good,Good,1
113031263,Cootamundra,13510,Gundagai (A),0.9966896,Good,Good,0
113031263,Cootamundra,17350,Temora (A),0.0033104,Good,Good,1
113031264,Gundagai,13510,Gundagai (A),1,Good,Good,0
113031265,Junee,14300,Junee (A),1,Good,Good,0
113031266,Temora,12000,Coolamon (A),0.0940668,Poor,Good,0
113031266,Temora,17350,Temora (A),0.9059332,Good,Good,0
113031267,Wagga Wagga - East,17750,Wagga Wagga (C),1,Good,Good,0
113031268,Wagga Wagga - North,17750,Wagga Wagga (C),1,Good,Good,0
113031269,Wagga Wagga - South,17750,Wagga Wagga (C),1,Good,Good,0
113031270,Wagga Wagga - West,17750,Wagga Wagga (C),1,Good,Good,0
113031271,Wagga Wagga Region,12000,Coolamon (A),0.2487317,Poor,Good,0
113031271,Wagga Wagga Region,13340,Greater Hume Shire (A),0,Acceptable,Good,1
113031271,Wagga Wagga Region,14300,Junee (A),0.0035176,Good,Good,1
113031271,Wagga Wagga Region,14950,Lockhart (A),0.210715,Poor,Good,0
113031271,Wagga Wagga Region,17750,Wagga Wagga (C),0.5370358,Good,Good,0
114011272,Berry - Kangaroo Valley,14400,Kiama (A),0,Good,Good,1
114011272,Berry - Kangaroo Valley,16950,Shoalhaven (C),1,Good,Good,0
114011272,Berry - Kangaroo Valley,18350,Wingecarribee (A),0,Good,Good,1
114011273,Callala Bay - Currarong,16950,Shoalhaven (C),1,Good,Good,0
114011274,Culburra Beach,16950,Shoalhaven (C),1,Good,Good,0
114011275,Ettrema - Sassafras - Budawang,16950,Shoalhaven (C),1,Good,Good,0
114011276,Huskisson - Vincentia,16950,Shoalhaven (C),1,Good,Good,0
114011277,North Nowra - Bomaderry,16950,Shoalhaven (C),1,Good,Good,0
114011278,Nowra,16950,Shoalhaven (C),1,Good,Good,0
114011279,St Georges Basin - Erowal Bay,16950,Shoalhaven (C),1,Good,Good,0
114011280,Sussex Inlet - Berrara,16950,Shoalhaven (C),1,Good,Good,0
114011281,Tomerong - Wandandian - Woollamia,16950,Shoalhaven (C),1,Good,Good,0
114011282,Ulladulla,16950,Shoalhaven (C),1,Good,Good,0
114011283,Ulladulla Region,16950,Shoalhaven (C),1,Good,Good,0
114021284,Bowral,18350,Wingecarribee (A),1,Good,Good,0
114021285,Hill Top - Colo Vale,18350,Wingecarribee (A),1,Good,Good,0
114021286,Mittagong,18350,Wingecarribee (A),1,Good,Good,0
114021287,Moss Vale - Berrima,18350,Wingecarribee (A),1,Good,Good,0
114021288,Robertson - Fitzroy Falls,14400,Kiama (A),0.0247793,Good,Good,0
114021288,Robertson - Fitzroy Falls,18350,Wingecarribee (A),0.9752207,Good,Good,0
114021289,Southern Highlands,18350,Wingecarribee (A),1,Good,Good,0
115011290,Baulkham Hills (East),17420,The Hills Shire (A),1,Good,Good,0
115011291,Baulkham Hills (West) - Bella Vista,17420,The Hills Shire (A),1,Good,Good,0
115011294,Glenhaven,14000,Hornsby (A),0.05552,Good,Good,0
115011294,Glenhaven,17420,The Hills Shire (A),0.94448,Good,Good,0
115011296,West Pennant Hills,17420,The Hills Shire (A),1,Good,Good,0
115011553,Castle Hill - Central,17420,The Hills Shire (A),1,Good,Good,0
115011554,Castle Hill - East,14000,Hornsby (A),1,Good,Good,0
115011555,Castle Hill - North,17420,The Hills Shire (A),1,Good,Good,0
115011556,Castle Hill - South,17420,The Hills Shire (A),1,Good,Good,0
115011557,Castle Hill - West,17420,The Hills Shire (A),1,Good,Good,0
115011558,Cherrybrook,14000,Hornsby (A),1,Good,Good,0
115011559,Kellyville,17420,The Hills Shire (A),1,Good,Good,0
115021297,Dural - Kenthurst - Wisemans Ferry,13800,Hawkesbury (C),0.0024768,Good,Good,1
115021297,Dural - Kenthurst - Wisemans Ferry,14000,Hornsby (A),0.3462729,Good,Good,0
115021297,Dural - Kenthurst - Wisemans Ferry,17420,The Hills Shire (A),0.6512503,Good,Good,0
115021298,Galston - Laughtondale,14000,Hornsby (A),1,Good,Good,0
115031299,Bilpin - Colo - St Albans,10900,Blue Mountains (C),0.0737155,Good,Good,0
115031299,Bilpin - Colo - St Albans,13800,Hawkesbury (C),0.9262845,Good,Good,0
115031300,Kurrajong Heights - Ebenezer,13800,Hawkesbury (C),1,Good,Good,0
115041301,Pitt Town - McGraths Hill,13800,Hawkesbury (C),0.9636606,Good,Good,0
115041301,Pitt Town - McGraths Hill,17420,The Hills Shire (A),0.0363394,Good,Good,0
115041302,Rouse Hill - Beaumont Hills,17420,The Hills Shire (A),1,Good,Good,0
116011303,Blacktown (East) - Kings Park,10750,Blacktown (C),1,Good,Good,0
116011304,Blacktown (North) - Marayong,10750,Blacktown (C),1,Good,Good,0
116011306,Doonside - Woodcroft,10750,Blacktown (C),1,Good,Good,0
116011307,Lalor Park - Kings Langley,10750,Blacktown (C),0.9642484,Good,Good,0
116011307,Lalor Park - Kings Langley,16260,Parramatta (C),0.0001205,Good,Good,1
116011307,Lalor Park - Kings Langley,17420,The Hills Shire (A),0.0356311,Good,Good,0
116011308,Seven Hills - Toongabbie,10750,Blacktown (C),0.9257212,Good,Good,0
116011308,Seven Hills - Toongabbie,12380,Cumberland (A),0.0742788,Good,Good,0
116011560,Blacktown (South),10750,Blacktown (C),1,Good,Good,0
116011561,Blacktown (West),10750,Blacktown (C),1,Good,Good,0
116021309,Glenwood,10750,Blacktown (C),1,Good,Good,0
116021310,Parklea - Kellyville Ridge,10750,Blacktown (C),1,Good,Good,0
116021312,Riverstone - Marsden Park,10750,Blacktown (C),1,Good,Good,0
116021312,Riverstone - Marsden Park,13800,Hawkesbury (C),0,Good,Good,1
116021562,Acacia Gardens,10750,Blacktown (C),1,Good,Good,0
116021563,Quakers Hill,10750,Blacktown (C),1,Good,Good,0
116031313,Bidwill - Hebersham - Emerton,10750,Blacktown (C),1,Good,Good,0
116031314,Glendenning - Dean Park,10750,Blacktown (C),1,Good,Good,0
116031315,Hassall Grove - Plumpton,10750,Blacktown (C),1,Good,Good,0
116031316,Lethbridge Park - Tregear,10750,Blacktown (C),1,Good,Good,0
116031317,Mount Druitt - Whalan,10750,Blacktown (C),1,Good,Good,0
116031318,Prospect Reservoir,10750,Blacktown (C),1,Good,Good,0
116031319,Rooty Hill - Minchinbury,10750,Blacktown (C),1,Good,Good,0
117011320,Banksmeadow,11100,Botany Bay (C),1,Good,Good,0
117011321,Botany,11100,Botany Bay (C),1,Good,Good,0
117011322,Mascot - Eastlakes,11100,Botany Bay (C),1,Good,Good,0
117011323,Pagewood - Hillsdale - Daceyville,11100,Botany Bay (C),1,Good,Good,0
117011324,Port Botany Industrial,16550,Randwick (C),1,Good,Good,0
117011325,Sydney Airport,11100,Botany Bay (C),0.5081967,Good,Good,0
117011325,Sydney Airport,14170,Inner West (A),2e-07,Good,Good,1
117011325,Sydney Airport,16650,Rockdale (C),0.4918031,Good,Good,0
117021326,Marrickville,14170,Inner West (A),1,Good,Good,0
117021327,Petersham - Stanmore,14170,Inner West (A),1,Good,Good,0
117021328,Sydenham - Tempe - St Peters,14170,Inner West (A),1,Good,Good,0
117021328,Sydenham - Tempe - St Peters,17200,Sydney (C),0,Good,Good,1
117031329,Darlinghurst,17200,Sydney (C),1,Good,Good,0
117031330,Erskineville - Alexandria,17200,Sydney (C),1,Good,Good,0
117031331,Glebe - Forest Lodge,17200,Sydney (C),1,Good,Good,0
117031332,Newtown - Camperdown - Darlington,14170,Inner West (A),0.4497987,Good,Good,0
117031332,Newtown - Camperdown - Darlington,17200,Sydney (C),0.5502013,Good,Good,0
117031333,Potts Point - Woolloomooloo,17200,Sydney (C),1,Good,Good,0
117031334,Pyrmont - Ultimo,17200,Sydney (C),1,Good,Good,0
117031335,Redfern - Chippendale,17200,Sydney (C),1,Good,Good,0
117031336,Surry Hills,17200,Sydney (C),1,Good,Good,0
117031337,Sydney - Haymarket - The Rocks,17200,Sydney (C),1,Good,Good,0
117031338,Waterloo - Beaconsfield,17200,Sydney (C),1,Good,Good,0
118011339,Bondi - Tamarama - Bronte,18050,Waverley (A),1,Good,Good,0
118011340,Bondi Beach - North Bondi,18050,Waverley (A),1,Good,Good,0
118011341,Bondi Junction - Waverly,18050,Waverley (A),1,Good,Good,0
118011342,Centennial Park,16550,Randwick (C),1,Good,Good,0
118011343,Double Bay - Bellevue Hill,18500,Woollahra (A),1,Good,Good,0
118011344,Dover Heights,18050,Waverley (A),1,Good,Good,0
118011345,Paddington - Moore Park,17200,Sydney (C),0.3514013,Good,Good,0
118011345,Paddington - Moore Park,18500,Woollahra (A),0.6485987,Good,Good,0
118011346,Rose Bay - Vaucluse - Watsons Bay,18500,Woollahra (A),1,Good,Good,0
118011347,Woollahra,18500,Woollahra (A),1,Good,Good,0
118021348,Coogee - Clovelly,16550,Randwick (C),1,Good,Good,0
118021350,Malabar - La Perouse - Chifley,16550,Randwick (C),1,Good,Good,0
118021564,Kensington (NSW),16550,Randwick (C),1,Good,Good,0
118021565,Kingsford,16550,Randwick (C),1,Good,Good,0
118021566,Maroubra - North,16550,Randwick (C),1,Good,Good,0
118021567,Maroubra - South,16550,Randwick (C),1,Good,Good,0
118021568,Maroubra - West,16550,Randwick (C),1,Good,Good,0
118021569,Randwick - North,16550,Randwick (C),1,Good,Good,0
118021570,Randwick - South,16550,Randwick (C),1,Good,Good,0
119011354,Bass Hill - Georges Hall,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011355,Chullora,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011355,Chullora,17100,Strathfield (A),0,Acceptable,Good,1
119011356,Condell Park,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011357,Greenacre - Mount Lewis,11570,Canterbury-Bankstown (A),0.9398812,Good,Good,0
119011357,Greenacre - Mount Lewis,17100,Strathfield (A),0.0601188,Acceptable,Good,0
119011358,Padstow,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011359,Panania - Milperra - Picnic Point,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011360,Revesby,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011361,Yagoona - Birrong,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011571,Bankstown - North,11570,Canterbury-Bankstown (A),1,Good,Good,0
119011572,Bankstown - South,11570,Canterbury-Bankstown (A),1,Good,Good,0
119021362,Belmore - Belfield,11570,Canterbury-Bankstown (A),0.9252287,Good,Good,0
119021362,Belmore - Belfield,17100,Strathfield (A),0.0747713,Acceptable,Good,0
119021363,Canterbury (South) - Campsie,11570,Canterbury-Bankstown (A),1,Good,Good,0
119021364,Kingsgrove (North) - Earlwood,11570,Canterbury-Bankstown (A),1,Good,Good,0
119021364,Kingsgrove (North) - Earlwood,12930,Georges River (A),0,Good,Good,1
119021366,Punchbowl,11570,Canterbury-Bankstown (A),1,Good,Good,0
119021367,Roselands,11570,Canterbury-Bankstown (A),1,Good,Good,0
119021573,Lakemba,11570,Canterbury-Bankstown (A),1,Good,Good,0
119021574,Wiley Park,11570,Canterbury-Bankstown (A),1,Good,Good,0
119031368,Hurstville,12930,Georges River (A),1,Good,Good,0
119031369,Mortdale - Penshurst,12930,Georges River (A),1,Good,Good,0
119031370,Narwee - Beverly Hills,11570,Canterbury-Bankstown (A),0.2270184,Good,Good,0
119031370,Narwee - Beverly Hills,12930,Georges River (A),0.7729816,Good,Good,0
119031371,Oatley - Hurstville Grove,12930,Georges River (A),1,Good,Good,0
119031372,Peakhurst - Lugarno,12930,Georges River (A),1,Good,Good,0
119031373,Riverwood,11570,Canterbury-Bankstown (A),0.4830854,Good,Good,0
119031373,Riverwood,12930,Georges River (A),0.5169146,Good,Good,0
119031374,South Hurstville - Blakehurst,12930,Georges River (A),1,Good,Good,0
119041375,Arncliffe - Bardwell Valley,16650,Rockdale (C),1,Good,Good,0
119041376,Bexley,16650,Rockdale (C),1,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,12930,Georges River (A),0.2716304,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,16650,Rockdale (C),0.7283696,Good,Good,0
119041378,Kogarah,12930,Georges River (A),0.5610704,Good,Good,0
119041378,Kogarah,16650,Rockdale (C),0.4389296,Good,Good,0
119041379,Kogarah Bay - Carlton - Allawah,12930,Georges River (A),1,Good,Good,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,16650,Rockdale (C),1,Good,Good,0
119041381,Rockdale - Banksia,16650,Rockdale (C),1,Good,Good,0
119041382,Sans Souci - Ramsgate,12930,Georges River (A),0.1644369,Good,Good,0
119041382,Sans Souci - Ramsgate,16650,Rockdale (C),0.8355631,Good,Good,0
120011383,Concord - Mortlake - Cabarita,11520,Canada Bay (A),1,Good,Good,0
120011384,Concord West - North Strathfield,11520,Canada Bay (A),1,Good,Good,0
120011385,Drummoyne - Rodd Point,11520,Canada Bay (A),1,Good,Good,0
120011386,Five Dock - Abbotsford,11520,Canada Bay (A),1,Good,Good,0
120021387,Balmain,14170,Inner West (A),1,Good,Good,0
120021388,Leichhardt - Annandale,14170,Inner West (A),1,Good,Good,0
120021388,Leichhardt - Annandale,17200,Sydney (C),0,Good,Good,1
120021389,Lilyfield - Rozelle,14170,Inner West (A),1,Good,Good,0
120031390,Ashfield,14170,Inner West (A),1,Good,Good,0
120031391,Burwood - Croydon,11300,Burwood (A),0.8565447,Poor,Good,0
120031391,Burwood - Croydon,14170,Inner West (A),0.1434553,Good,Good,0
120031392,Canterbury (North) - Ashbury,11570,Canterbury-Bankstown (A),1,Good,Good,0
120031393,Croydon Park - Enfield,11300,Burwood (A),0.634047,Poor,Good,0
120031393,Croydon Park - Enfield,11570,Canterbury-Bankstown (A),0.2589016,Good,Good,0
120031393,Croydon Park - Enfield,14170,Inner West (A),0.1070514,Good,Good,0
120031394,Dulwich Hill - Lewisham,14170,Inner West (A),1,Good,Good,0
120031395,Haberfield - Summer Hill,14170,Inner West (A),1,Good,Good,0
120031396,Homebush,11520,Canada Bay (A),0,Good,Good,1
120031396,Homebush,17100,Strathfield (A),1,Acceptable,Good,0
120031575,Strathfield,11300,Burwood (A),0.1923277,Poor,Good,0
120031575,Strathfield,11520,Canada Bay (A),0.1062843,Good,Good,0
120031575,Strathfield,17100,Strathfield (A),0.7013881,Acceptable,Good,0
120031576,Strathfield South,17100,Strathfield (A),1,Acceptable,Good,0
121011398,Chatswood (East) - Artarmon,18250,Willoughby (C),1,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,14700,Lane Cove (A),0.4276253,Acceptable,Good,0
121011399,Chatswood (West) - Lane Cove North,16700,Ryde (C),0.0167499,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,18250,Willoughby (C),0.5556249,Good,Good,0
121011400,Lane Cove - Greenwich,14700,Lane Cove (A),1,Acceptable,Good,0
121011401,St Leonards - Naremburn,14700,Lane Cove (A),0.0354075,Acceptable,Good,0
121011401,St Leonards - Naremburn,15950,North Sydney (A),0.1896354,Good,Good,0
121011401,St Leonards - Naremburn,18250,Willoughby (C),0.7749571,Good,Good,0
121011402,Willoughby - Castle Cove - Northbridge,15950,North Sydney (A),0,Good,Good,1
121011402,Willoughby - Castle Cove - Northbridge,18250,Willoughby (C),1,Good,Good,0
121021403,Asquith - Mount Colah,14000,Hornsby (A),1,Good,Good,0
121021404,Berowra - Brooklyn - Cowan,14000,Hornsby (A),1,Good,Good,0
121021406,Normanhurst - Thornleigh - Westleigh,14000,Hornsby (A),1,Good,Good,0
121021577,Hornsby - East,14000,Hornsby (A),1,Good,Good,0
121021578,Hornsby - West,14000,Hornsby (A),1,Good,Good,0
121021579,Waitara - Wahroonga (West),14000,Hornsby (A),0.9854891,Good,Good,0
121021579,Waitara - Wahroonga (West),14500,Ku-ring-gai (A),0.0145109,Good,Good,0
121031407,Gordon - Killara,14500,Ku-ring-gai (A),1,Good,Good,0
121031408,Lindfield - Roseville,14500,Ku-ring-gai (A),0.980349,Good,Good,0
121031408,Lindfield - Roseville,18250,Willoughby (C),0.019651,Good,Good,0
121031409,Pymble,14500,Ku-ring-gai (A),1,Good,Good,0
121031410,St Ives,14500,Ku-ring-gai (A),1,Good,Good,0
121031411,Turramurra,14500,Ku-ring-gai (A),1,Good,Good,0
121031412,Wahroonga (East) - Warrawee,14500,Ku-ring-gai (A),1,Good,Good,0
121041413,Cremorne - Cammeray,15950,North Sydney (A),1,Good,Good,0
121041414,Crows Nest - Waverton,15950,North Sydney (A),1,Good,Good,0
121041415,Mosman,15350,Mosman (A),1,Good,Good,0
121041416,Neutral Bay - Kirribilli,15950,North Sydney (A),1,Good,Good,0
121041417,North Sydney - Lavender Bay,15950,North Sydney (A),1,Good,Good,0
122011418,Balgowlah - Clontarf - Seaforth,15990,Northern Beaches (A),1,Good,Good,0
122011419,Manly - Fairlight,15990,Northern Beaches (A),1,Good,Good,0
122021420,Avalon - Palm Beach,15990,Northern Beaches (A),1,Good,Good,0
122021421,Bayview - Elanora Heights,15990,Northern Beaches (A),1,Good,Good,0
122021422,Newport - Bilgola,15990,Northern Beaches (A),1,Good,Good,0
122021423,Warriewood - Mona Vale,15990,Northern Beaches (A),1,Good,Good,0
122031424,Beacon Hill - Narraweena,15990,Northern Beaches (A),1,Good,Good,0
122031425,Cromer,15990,Northern Beaches (A),1,Good,Good,0
122031426,Dee Why - North Curl Curl,15990,Northern Beaches (A),1,Good,Good,0
122031427,Forestville - Killarney Heights,15990,Northern Beaches (A),1,Good,Good,0
122031428,Frenchs Forest - Belrose,15990,Northern Beaches (A),1,Good,Good,0
122031429,Freshwater - Brookvale,15990,Northern Beaches (A),1,Good,Good,0
122031430,Manly Vale - Allambie Heights,15990,Northern Beaches (A),1,Good,Good,0
122031431,Narrabeen - Collaroy,15990,Northern Beaches (A),1,Good,Good,0
122031432,Terrey Hills - Duffys Forest,15990,Northern Beaches (A),1,Good,Good,0
123011433,Camden - Ellis Lane,11450,Camden (A),0.8275836,Good,Good,0
123011433,Camden - Ellis Lane,18400,Wollondilly (A),0.1724164,Good,Good,0
123011434,Elderslie - Harrington Park,11450,Camden (A),1,Good,Good,0
123011435,Mount Annan - Currans Hill,11450,Camden (A),1,Good,Good,0
123011435,Mount Annan - Currans Hill,11500,Campbelltown (C) (NSW),0,Good,Good,1
123021436,Bradbury - Wedderburn,11500,Campbelltown (C) (NSW),1,Good,Good,0
123021437,Campbelltown - Woodbine,11500,Campbelltown (C) (NSW),1,Good,Good,0
123021438,Claymore - Eagle Vale - Raby,11450,Camden (A),0.007601,Good,Good,1
123021438,Claymore - Eagle Vale - Raby,11500,Campbelltown (C) (NSW),0.992399,Good,Good,0
123021439,Holsworthy Military Area,11500,Campbelltown (C) (NSW),0.5,Good,Good,0
123021439,Holsworthy Military Area,17150,Sutherland Shire (A),0.5,Good,Good,0
123021440,Ingleburn - Denham Court,11500,Campbelltown (C) (NSW),0.9376944,Good,Good,0
123021440,Ingleburn - Denham Court,14900,Liverpool (C),0.0623056,Good,Good,0
123021441,Leumeah - Minto Heights,11500,Campbelltown (C) (NSW),1,Good,Good,0
123021442,Macquarie Fields - Glenfield,11500,Campbelltown (C) (NSW),1,Good,Good,0
123021443,Minto - St Andrews,11500,Campbelltown (C) (NSW),1,Good,Good,0
123021444,Rosemeadow - Glen Alpine,11500,Campbelltown (C) (NSW),1,Good,Good,0
123031445,Bargo,18400,Wollondilly (A),1,Good,Good,0
123031446,Douglas Park - Appin,18400,Wollondilly (A),1,Good,Good,0
123031447,Picton - Tahmoor - Buxton,18350,Wingecarribee (A),0.0053001,Good,Good,1
123031447,Picton - Tahmoor - Buxton,18400,Wollondilly (A),0.9946999,Good,Good,0
123031448,The Oaks - Oakdale,18400,Wollondilly (A),1,Good,Good,0
124011449,Blackheath - Megalong Valley,10900,Blue Mountains (C),1,Good,Good,0
124011450,Blaxland - Warrimoo - Lapstone,10900,Blue Mountains (C),1,Good,Good,0
