SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
213011334,St Albans - North,213011334,St Albans - North,1,Good,Good,0
213011335,St Albans - South,213011335,St Albans - South,1,Good,Good,0
213011336,Sunshine,213011336,Sunshine,1,Good,Good,0
213011337,Sunshine North,213011337,Sunshine North,1,Good,Good,0
213011338,Sunshine West,213011338,Sunshine West,1,Good,Good,0
213011339,Sydenham,213011339,Sydenham,1,Good,Good,0
213011340,Taylors Lakes,213011340,Taylors Lakes,1,Good,Good,0
213021341,Altona,213021341,Altona,1,Good,Good,0
213021342,Altona Meadows,213021342,Altona Meadows,1,Good,Good,0
213021343,Altona North,213021343,Altona North,1,Good,Good,0
213021344,Newport,213021344,Newport,1,Good,Good,0
213021345,Seabrook,213021345,Seabrook,1,Good,Good,0
213021346,Williamstown,213021346,Williamstown,1,Good,Good,0
213031347,Braybrook,213031347,Braybrook,1,Good,Good,0
213031348,Footscray,213031348,Footscray,1,Good,Good,0
213031349,Maribyrnong,213031349,Maribyrnong,1,Good,Good,0
213031350,Seddon - Kingsville,213031350,Seddon - Kingsville,1,Good,Good,0
213031351,West Footscray - Tottenham,213031351,West Footscray - Tottenham,1,Good,Good,0
213031352,Yarraville,213031352,Yarraville,1,Good,Good,0
213041353,Bacchus Marsh,213041353,Bacchus Marsh,1,Good,Good,0
213041355,Hillside,213041574,Fraser Rise - Plumpton,0.2130916,Poor,Good,0
213041355,Hillside,213041575,Hillside,0.7869084,Acceptable,Good,0
213041356,Melton,213041576,Kurunjang - Toolern Vale,0.5769149,Poor,Good,0
213041356,Melton,213041577,Melton,0.4230851,Poor,Good,0
213041357,Melton South,213041571,Brookfield,0.3804057,Poor,Good,0
213041357,Melton South,213041572,Cobblebank - Strathtulloh,0.0403635,Poor,Good,0
213041357,Melton South,213041573,Eynesbury - Exford,0.115126,Poor,Good,0
213041357,Melton South,213041578,Melton South - Weir Views,0.4641048,Poor,Good,0
213041358,Melton West,213041358,Melton West,1,Good,Good,0
213041359,Rockbank - Mount Cottrell,213041359,Rockbank - Mount Cottrell,1,Good,Good,0
213041360,Taylors Hill,213041360,Taylors Hill,1,Good,Good,0
213041461,Burnside,213041461,Burnside,1,Good,Good,0
213041462,Burnside Heights,213041462,Burnside Heights,1,Good,Good,0
213041463,Caroline Springs,213041463,Caroline Springs,1,Good,Good,0
213051361,Hoppers Crossing - North,213051361,Hoppers Crossing - North,1,Good,Good,0
213051362,Hoppers Crossing - South,213051362,Hoppers Crossing - South,1,Good,Good,0
213051363,Laverton,213051363,Laverton,1,Good,Good,0
213051365,Tarneit,213051582,Tarneit (West) - Mount Cottrell,0.0078902,Poor,Good,1
213051365,Tarneit,213051583,Tarneit - Central,0.6960964,Poor,Good,0
213051365,Tarneit,213051584,Tarneit - North,0.0047993,Poor,Good,1
213051365,Tarneit,213051585,Tarneit - South,0.2912141,Poor,Good,0
213051366,Truganina,213051586,Truganina - North,0.0008384,Poor,Good,1
213051366,Truganina,213051587,Truganina - South East,0.2573492,Poor,Good,0
213051366,Truganina,213051588,Truganina - South West,0.7418123,Poor,Good,0
213051368,Werribee - South,213051368,Werribee - South,1,Good,Good,0
213051369,Wyndham Vale,213051579,Manor Lakes - Quandong,0.126619,Poor,Good,0
213051369,Wyndham Vale,213051589,Wyndham Vale - North,0.2119933,Poor,Good,0
213051369,Wyndham Vale,213051590,Wyndham Vale - South,0.6613877,Poor,Good,0
213051464,Point Cook - East,213051464,Point Cook - East,1,Good,Good,0
213051465,Point Cook - North,213051580,Point Cook - North East,0.621779,Poor,Good,0
213051465,Point Cook - North,213051581,Point Cook - North West,0.378221,Poor,Good,0
213051466,Point Cook - South,213051466,Point Cook - South,1,Good,Good,0
213051467,Werribee - East,213051467,Werribee - East,1,Good,Good,0
213051468,Werribee - West,213051468,Werribee - West,1,Good,Good,0
214011370,Carrum Downs,214011370,Carrum Downs,1,Good,Good,0
214011371,Frankston,214011371,Frankston,1,Good,Good,0
214011372,Frankston North,214011372,Frankston North,1,Good,Good,0
214011373,Frankston South,214011373,Frankston South,1,Good,Good,0
214011374,Langwarrin,214011374,Langwarrin,1,Good,Good,0
214011375,Seaford (Vic.),214011375,Seaford (Vic.),1,Good,Good,0
214011376,Skye - Sandhurst,214011376,Skye - Sandhurst,1,Good,Good,0
214021377,Dromana,214021377,Dromana,1,Good,Good,0
214021378,Flinders,214021378,Flinders,1,Good,Good,0
214021379,Hastings - Somers,214021379,Hastings - Somers,1,Good,Good,0
214021380,Mornington,214021591,Mornington - East,0.6026377,Poor,Good,0
214021380,Mornington,214021592,Mornington - West,0.3973623,Poor,Good,0
214021381,Mount Eliza,214021381,Mount Eliza,1,Good,Good,0
214021382,Mount Martha,214021382,Mount Martha,1,Good,Good,0
214021383,Point Nepean,214021383,Point Nepean,1,Good,Good,0
214021384,Rosebud - McCrae,214021384,Rosebud - McCrae,1,Good,Good,0
214021385,Somerville,214021385,Somerville,1,Good,Good,0
215011386,Ararat,215011386,Ararat,1,Good,Good,0
215011387,Ararat Region,215011387,Ararat Surrounds,1,Good,Good,0
215011388,Horsham,215011388,Horsham,1,Good,Good,0
215011389,Horsham Region,215011389,Horsham Surrounds,1,Good,Good,0
215011390,Nhill Region,215011390,Nhill Region,1,Good,Good,0
215011391,St Arnaud,215011391,St Arnaud,1,Good,Good,0
215011392,Stawell,215011392,Stawell,1,Good,Good,0
215011393,West Wimmera,215011393,West Wimmera,1,Good,Good,0
215011394,Yarriambiack,215011394,Yarriambiack,1,Good,Good,0
215021395,Irymple,215021395,Irymple,1,Good,Good,0
215021396,Merbein,215021396,Merbein,1,Good,Good,0
215021398,Mildura Region,215021398,Mildura Surrounds,1,Good,Good,0
215021399,Red Cliffs,215021399,Red Cliffs,1,Good,Good,0
215021469,Mildura - North,215021469,Mildura - North,1,Good,Good,0
215021470,Mildura - South,215021470,Mildura - South,1,Good,Good,0
215031400,Buloke,215031400,Buloke,1,Good,Good,0
215031401,Gannawarra,215031401,Gannawarra,1,Good,Good,0
215031402,Kerang,215031402,Kerang,1,Good,Good,0
215031403,Robinvale,215031403,Robinvale,1,Good,Good,0
215031404,Swan Hill,215031404,Swan Hill,1,Good,Good,0
215031405,Swan Hill Region,215031405,Swan Hill Surrounds,1,Good,Good,0
216011406,Echuca,216011406,Echuca,1,Good,Good,0
216011407,Kyabram,216011407,Kyabram,1,Good,Good,0
216011408,Lockington - Gunbower,216011408,Lockington - Gunbower,1,Good,Good,0
216011409,Rochester,216011409,Rochester,1,Good,Good,0
216011410,Rushworth,216011410,Rushworth,1,Good,Good,0
216021411,Cobram,216021411,Cobram,1,Good,Good,0
216021412,Moira,216021412,Moira,1,Good,Good,0
216021413,Numurkah,216021413,Numurkah,1,Good,Good,0
216021414,Yarrawonga,216021414,Yarrawonga,1,Good,Good,0
216031415,Mooroopna,216031415,Mooroopna,1,Good,Good,0
216031416,Shepparton - North,216031416,Shepparton - North,1,Good,Good,0
216031417,Shepparton - South,216031593,Kialla,0.312333,Poor,Good,0
216031417,Shepparton - South,216031594,Shepparton - South East,0.687667,Poor,Good,0
216031418,Shepparton Region - East,216031418,Shepparton Surrounds - East,1,Good,Good,0
216031419,Shepparton Region - West,216031419,Shepparton Surrounds - West,1,Good,Good,0
217011420,Glenelg (Vic.),217011420,Glenelg (Vic.),1,Good,Good,0
217011421,Hamilton (Vic.),217011421,Hamilton (Vic.),1,Good,Good,0
217011422,Portland,217011422,Portland,1,Good,Good,0
217011423,Southern Grampians,217011423,Southern Grampians,1,Good,Good,0
217031471,Camperdown,217031471,Camperdown,1,Good,Good,0
217031472,Colac,217031472,Colac,1,Good,Good,0
217031473,Colac Region,217031473,Colac Surrounds,1,Good,Good,0
217031474,Corangamite - North,217031474,Corangamite - North,1,Good,Good,0
217031475,Corangamite - South,217031475,Corangamite - South,1,Good,Good,0
217031476,Otway,217031476,Otway,1,Good,Good,0
217041477,Moyne - East,217041477,Moyne - East,1,Good,Good,0
217041478,Moyne - West,217041478,Moyne - West,1,Good,Good,0
217041479,Warrnambool - North,217041479,Warrnambool - North,1,Good,Good,0
217041480,Warrnambool - South,217041480,Warrnambool - South,1,Good,Good,0
297979799,Migratory - Offshore - Shipping (Vic.),297979799,Migratory - Offshore - Shipping (Vic.),1,Good,Good,0
299999499,No usual address (Vic.),299999499,No usual address (Vic.),1,Good,Good,0
301011001,Alexandra Hills,301011001,Alexandra Hills,1,Good,Good,0
301011002,Belmont - Gumdale,301011002,Belmont - Gumdale,1,Good,Good,0
301011003,Birkdale,301011003,Birkdale,1,Good,Good,0
301011004,Capalaba,301011004,Capalaba,1,Good,Good,0
301011005,Thorneside,301011005,Thorneside,1,Good,Good,0
301011006,Wellington Point,301011006,Wellington Point,1,Good,Good,0
301021007,Cleveland,301021007,Cleveland,1,Good,Good,0
301021008,Ormiston,301021008,Ormiston,1,Good,Good,0
301021009,Redland Bay,301021009,Redland Bay,1,Good,Good,0
301021011,Sheldon - Mount Cotton,301021011,Sheldon - Mount Cotton,1,Good,Good,0
301021012,Thornlands,301021012,Thornlands,1,Good,Good,0
301021013,Victoria Point,301021013,Victoria Point,1,Good,Good,0
301021527,Redland Islands,301021550,North Stradbroke Island,0.2258812,Poor,Good,0
301021527,Redland Islands,301021551,Southern Moreton Bay Islands,0.7741188,Acceptable,Good,0
301031014,Brisbane Port - Lytton,301031014,Brisbane Port - Lytton,1,Good,Good,0
301031015,Manly - Lota,301031015,Manly - Lota,1,Good,Good,0
301031016,Manly West,301031016,Manly West,1,Good,Good,0
301031017,Murarrie,301031017,Murarrie,1,Good,Good,0
301031018,Tingalpa,301031018,Tingalpa,1,Good,Good,0
301031019,Wakerley,301031019,Wakerley,1,Good,Good,0
301031020,Wynnum,301031020,Wynnum,1,Good,Good,0
301031021,Wynnum West - Hemmant,301031021,Wynnum West - Hemmant,1,Good,Good,0
302011022,Bald Hills,302011022,Bald Hills,1,Good,Good,0
302011023,Bridgeman Downs,302011023,Bridgeman Downs,1,Good,Good,0
302011024,Carseldine,302011024,Carseldine,1,Good,Good,0
302011025,Everton Park,302011025,Everton Park,1,Good,Good,0
302011026,McDowall,302011026,McDowall,1,Good,Good,0
302021027,Aspley,302021027,Aspley,1,Good,Good,0
302021028,Chermside,302021028,Chermside,1,Good,Good,0
302021029,Chermside West,302021029,Chermside West,1,Good,Good,0
302021030,Geebung,302021030,Geebung,1,Good,Good,0
302021031,Kedron - Gordon Park,302021031,Kedron - Gordon Park,1,Good,Good,0
302021032,Stafford,302021032,Stafford,1,Good,Good,0
302021033,Stafford Heights,302021033,Stafford Heights,1,Good,Good,0
302021034,Wavell Heights,302021034,Wavell Heights,1,Good,Good,0
302031035,Boondall,302031035,Boondall,1,Good,Good,0
302031036,Brisbane Airport,302031036,Brisbane Airport,0.4016157,Poor,Good,0
302031036,Brisbane Airport,302031039,Nudgee - Banyo,0.5983843,Good,Good,0
302031037,Eagle Farm - Pinkenba,302031037,Eagle Farm - Pinkenba,1,Good,Good,0
302031038,Northgate - Virginia,302031038,Northgate - Virginia,1,Good,Good,0
302031039,Nudgee - Banyo,302031039,Nudgee - Banyo,1,Good,Good,0
302031040,Nundah,302031040,Nundah,1,Good,Good,0
302041041,Bracken Ridge,302041041,Bracken Ridge,1,Good,Good,0
302041042,Brighton (Qld),302041042,Brighton (Qld),1,Good,Good,0
302041043,Deagon,302041043,Deagon,1,Good,Good,0
302041044,Sandgate - Shorncliffe,302041044,Sandgate - Shorncliffe,1,Good,Good,0
302041045,Taigum - Fitzgibbon,302041045,Taigum - Fitzgibbon,1,Good,Good,0
302041046,Zillmere,302041046,Zillmere,1,Good,Good,0
303011047,Camp Hill,303011047,Camp Hill,1,Good,Good,0
303011048,Cannon Hill,303011048,Cannon Hill,1,Good,Good,0
303011049,Carina,303011049,Carina,1,Good,Good,0
303011050,Carina Heights,303011050,Carina Heights,1,Good,Good,0
303011051,Carindale,303011051,Carindale,1,Good,Good,0
303021052,Annerley,303021052,Annerley,1,Good,Good,0
303021053,Coorparoo,303021053,Coorparoo,1,Good,Good,0
303021054,Fairfield - Dutton Park,303021054,Fairfield - Dutton Park,1,Good,Good,0
303021055,Greenslopes,303021055,Greenslopes,1,Good,Good,0
303021056,Holland Park,303021056,Holland Park,1,Good,Good,0
303021057,Holland Park West,303021057,Holland Park West,1,Good,Good,0
303021058,Woolloongabba,303021058,Woolloongabba,1,Good,Good,0
303021059,Yeronga,303021059,Yeronga,1,Good,Good,0
303031060,Eight Mile Plains,303031060,Eight Mile Plains,1,Good,Good,0
303031061,Macgregor (Qld),303031061,Macgregor (Qld),1,Good,Good,0
303031062,Mansfield (Qld),303031062,Mansfield (Qld),1,Good,Good,0
303031063,Mount Gravatt,303031063,Mount Gravatt,1,Good,Good,0
303031064,Rochedale - Burbank,303031064,Rochedale - Burbank,1,Good,Good,0
303031065,Upper Mount Gravatt,303031065,Upper Mount Gravatt,1,Good,Good,0
303031066,Wishart,303031066,Wishart,1,Good,Good,0
303041067,Coopers Plains,303041067,Coopers Plains,1,Good,Good,0
303041068,Moorooka,303041068,Moorooka,1,Good,Good,0
303041069,Robertson,303041069,Robertson,1,Good,Good,0
303041070,Salisbury - Nathan,303041070,Salisbury - Nathan,1,Good,Good,0
303041071,Tarragindi,303041071,Tarragindi,1,Good,Good,0
303051072,Algester,303051072,Algester,1,Good,Good,0
303051073,Calamvale - Stretton,303051073,Calamvale - Stretton,1,Good,Good,0
303051074,Pallara - Willawong,303051074,Pallara - Willawong,1,Good,Good,0
303051075,Parkinson - Drewvale,303051075,Parkinson - Drewvale,1,Good,Good,0
303051076,Rocklea - Acacia Ridge,303051076,Rocklea - Acacia Ridge,1,Good,Good,0
303061077,Kuraby,303061077,Kuraby,1,Good,Good,0
303061078,Runcorn,303061078,Runcorn,1,Good,Good,0
303061079,Sunnybank,303061079,Sunnybank,1,Good,Good,0
303061080,Sunnybank Hills,303061080,Sunnybank Hills,1,Good,Good,0
304011081,Jindalee - Mount Ommaney,304011081,Jindalee - Mount Ommaney,1,Good,Good,0
304011082,Middle Park - Jamboree Heights,304011082,Middle Park - Jamboree Heights,1,Good,Good,0
304011083,Riverhills,304011083,Riverhills,1,Good,Good,0
304011084,Seventeen Mile Rocks - Sinnamon Park,304011084,Seventeen Mile Rocks - Sinnamon Park,1,Good,Good,0
304011085,Westlake,304011085,Westlake,1,Good,Good,0
304021086,Bellbowrie - Moggill,304021086,Bellbowrie - Moggill,1,Good,Good,0
304021087,Brookfield - Kenmore Hills,304021087,Brookfield - Kenmore Hills,1,Good,Good,0
304021088,Chapel Hill,304021088,Chapel Hill,1,Good,Good,0
304021089,Fig Tree Pocket,304021089,Fig Tree Pocket,1,Good,Good,0
304021090,Kenmore,304021090,Kenmore,1,Good,Good,0
304021091,Pinjarra Hills - Pullenvale,304021091,Pinjarra Hills - Pullenvale,1,Good,Good,0
304031092,Chelmer - Graceville,304031092,Chelmer - Graceville,1,Good,Good,0
304031093,Corinda,304031093,Corinda,1,Good,Good,0
304031094,Indooroopilly,304031094,Indooroopilly,1,Good,Good,0
304031095,Sherwood,304031095,Sherwood,1,Good,Good,0
304031096,St Lucia,304031096,St Lucia,1,Good,Good,0
304031097,Taringa,304031097,Taringa,1,Good,Good,0
304041098,Enoggera,304041098,Enoggera,1,Good,Good,0
304041099,Enoggera Reservoir,304041099,Enoggera Reservoir,1,Good,Good,0
304041100,Keperra,304041100,Keperra,1,Good,Good,0
304041101,Mitchelton,304041101,Mitchelton,1,Good,Good,0
304041102,Mount Coot-tha,304041102,Mount Coot-tha,1,Good,Good,0
304041103,The Gap,304041103,The Gap,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,304041104,Upper Kedron - Ferny Grove,1,Good,Good,0
305011105,Brisbane City,305011105,Brisbane City,1,Good,Good,0
305011106,Fortitude Valley,305011106,Fortitude Valley,1,Good,Good,0
305011107,Highgate Hill,305011107,Highgate Hill,1,Good,Good,0
305011108,Kangaroo Point,305011108,Kangaroo Point,1,Good,Good,0
305011109,New Farm,305011109,New Farm,1,Good,Good,0
305011110,South Brisbane,305011110,South Brisbane,1,Good,Good,0
305011111,Spring Hill,305011111,Spring Hill,1,Good,Good,0
305011112,West End,305011112,West End,1,Good,Good,0
305021113,Balmoral,305021113,Balmoral,1,Good,Good,0
305021114,Bulimba,305021114,Bulimba,1,Good,Good,0
305021115,East Brisbane,305021115,East Brisbane,1,Good,Good,0
305021116,Hawthorne,305021116,Hawthorne,1,Good,Good,0
305021117,Morningside - Seven Hills,305021117,Morningside - Seven Hills,1,Good,Good,0
305021118,Norman Park,305021118,Norman Park,1,Good,Good,0
305031119,Albion,305031119,Albion,1,Good,Good,0
305031120,Alderley,305031120,Alderley,1,Good,Good,0
305031121,Ascot,305031121,Ascot,1,Good,Good,0
305031122,Clayfield,305031122,Clayfield,1,Good,Good,0
305031123,Grange,305031123,Grange,1,Good,Good,0
305031124,Hamilton (Qld),305031124,Hamilton (Qld),1,Good,Good,0
305031125,Hendra,305031125,Hendra,1,Good,Good,0
305031126,Kelvin Grove - Herston,305031126,Kelvin Grove - Herston,1,Good,Good,0
305031127,Newmarket,305031127,Newmarket,1,Good,Good,0
305031128,Newstead - Bowen Hills,305031128,Newstead - Bowen Hills,1,Good,Good,0
305031129,Wilston,305031129,Wilston,1,Good,Good,0
305031130,Windsor,305031130,Windsor,1,Good,Good,0
305031131,Wooloowin - Lutwyche,305031131,Wooloowin - Lutwyche,1,Good,Good,0
305041132,Ashgrove,305041132,Ashgrove,1,Good,Good,0
305041133,Auchenflower,305041133,Auchenflower,1,Good,Good,0
305041134,Bardon,305041134,Bardon,1,Good,Good,0
305041135,Paddington - Milton,305041135,Paddington - Milton,1,Good,Good,0
305041136,Red Hill (Qld),305041136,Red Hill (Qld),1,Good,Good,0
305041137,Toowong,305041137,Toowong,1,Good,Good,0
306011138,Brinsmead,306011138,Brinsmead,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,306011139,Clifton Beach - Kewarra Beach,1,Good,Good,0
306011140,Freshwater - Stratford,306011140,Freshwater - Stratford,1,Good,Good,0
306011141,Redlynch,306011141,Redlynch,1,Good,Good,0
306011142,Trinity Beach - Smithfield,306011139,Clifton Beach - Kewarra Beach,0.0032018,Good,Good,1
306011142,Trinity Beach - Smithfield,306011142,Trinity Beach - Smithfield,0.9967982,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,306011143,Yorkeys Knob - Machans Beach,1,Good,Good,0
306021144,Bentley Park,306021144,Bentley Park,1,Good,Good,0
306021145,Cairns City,306021145,Cairns City,1,Good,Good,0
306021146,Earlville - Bayview Heights,306021146,Earlville - Bayview Heights,1,Good,Good,0
306021147,Edmonton,306021147,Edmonton,1,Good,Good,0
306021148,Gordonvale - Trinity,306021148,Gordonvale - Trinity,1,Good,Good,0
306021149,Kanimbla - Mooroobool,306021149,Kanimbla - Mooroobool,1,Good,Good,0
306021150,Lamb Range,306021150,Lamb Range,1,Good,Good,0
306021151,Manoora,306021151,Manoora,1,Good,Good,0
306021152,Manunda,306021152,Manunda,1,Good,Good,0
306021153,Mount Sheridan,306021153,Mount Sheridan,1,Good,Good,0
306021154,Westcourt - Bungalow,306021154,Westcourt - Bungalow,1,Good,Good,0
306021155,White Rock,306021155,White Rock,1,Good,Good,0
306021156,Whitfield - Edge Hill,306021156,Whitfield - Edge Hill,1,Good,Good,0
306021157,Woree,306021157,Woree,1,Good,Good,0
306031158,Babinda,306031158,Babinda,1,Good,Good,0
306031159,Innisfail,306031159,Innisfail,1,Good,Good,0
306031160,Johnstone,306031160,Johnstone,1,Good,Good,0
306031161,Tully,306031161,Tully,1,Good,Good,0
306031162,Wooroonooran,306031162,Wooroonooran,1,Good,Good,0
306031163,Yarrabah,306031163,Yarrabah,1,Good,Good,0
306041164,Daintree,306041164,Daintree,1,Good,Good,0
306041165,Port Douglas,306041165,Port Douglas,1,Good,Good,0
306051166,Atherton,306051166,Atherton,1,Good,Good,0
306051167,Herberton,306051167,Herberton,1,Good,Good,0
306051168,Kuranda,306051168,Kuranda,1,Good,Good,0
306051169,Malanda - Yungaburra,306051169,Malanda - Yungaburra,1,Good,Good,0
306051170,Mareeba,306051170,Mareeba,1,Good,Good,0
307011171,Balonne,307011171,Balonne,1,Good,Good,0
307011172,Chinchilla,307011172,Chinchilla,1,Good,Good,0
307011173,Goondiwindi,307011173,Goondiwindi,1,Good,Good,0
307011174,Inglewood - Waggamba,307011174,Inglewood - Waggamba,1,Good,Good,0
307011175,Miles - Wandoan,307011175,Miles - Wandoan,1,Good,Good,0
307011176,Roma,307011176,Roma,1,Good,Good,0
307011177,Roma Region,307011177,Roma Surrounds,1,Good,Good,0
307011178,Tara,307011178,Tara,1,Good,Good,0
307021179,Crows Nest - Rosalie,307021179,Crows Nest - Rosalie,1,Good,Good,0
307021180,Jondaryan,307021180,Jondaryan,1,Good,Good,0
307021181,Millmerran,307021181,Millmerran,1,Good,Good,0
307021182,Pittsworth,307021182,Pittsworth,1,Good,Good,0
307021183,Wambo,307021183,Wambo,1,Good,Good,0
307031184,Clifton - Greenmount,307031184,Clifton - Greenmount,1,Good,Good,0
307031185,Southern Downs - East,307031185,Southern Downs - East,1,Good,Good,0
307031186,Southern Downs - West,307031186,Southern Downs - West,1,Good,Good,0
307031187,Stanthorpe,307031187,Stanthorpe,1,Good,Good,0
307031188,Stanthorpe Region,307031188,Stanthorpe Surrounds,1,Good,Good,0
307031189,Warwick,307031189,Warwick,1,Good,Good,0
308011190,Central Highlands - East,308011190,Central Highlands - East,1,Good,Good,0
308011191,Central Highlands - West,308011191,Central Highlands - West,1,Good,Good,0
308011192,Emerald,308011192,Emerald,1,Good,Good,0
308031205,Berserker,308031205,Berserker,1,Good,Good,0
308031206,Bouldercombe,308031206,Bouldercombe,1,Good,Good,0
308031207,Emu Park,308031207,Emu Park,1,Good,Good,0
308031208,Frenchville - Mount Archer,308031208,Frenchville - Mount Archer,1,Good,Good,0
308031209,Glenlee - Rockyview,308031209,Glenlee - Rockyview,1,Good,Good,0
308031210,Gracemere,308031210,Gracemere,1,Good,Good,0
308031211,Lakes Creek,308031211,Lakes Creek,1,Good,Good,0
308031212,Mount Morgan,308031212,Mount Morgan,1,Good,Good,0
308031213,Norman Gardens,308031213,Norman Gardens,1,Good,Good,0
308031214,Park Avenue,308031214,Park Avenue,1,Good,Good,0
308031215,Parkhurst - Kawana,308031215,Parkhurst - Kawana,1,Good,Good,0
308031216,Rockhampton - West,308031216,Rockhampton - West,1,Good,Good,0
308031217,Rockhampton City,308031217,Rockhampton City,1,Good,Good,0
308031218,Rockhampton Region - East,308031218,Rockhampton Surrounds - East,1,Good,Good,0
308031219,Rockhampton Region - North,308031219,Rockhampton Surrounds - North,1,Good,Good,0
308031220,Rockhampton Region - West,308031220,Rockhampton Surrounds - West,1,Good,Good,0
308031221,Shoalwater Bay,308031221,Shoalwater Bay,1,Good,Good,0
308031222,The Range - Allenstown,308031222,The Range - Allenstown,1,Good,Good,0
308031223,Yeppoon,308031223,Yeppoon,1,Good,Good,0
308041528,Banana,308041528,Banana,1,Good,Good,0
308041529,Biloela,308041529,Biloela,1,Good,Good,0
308051530,Agnes Water - Miriam Vale,308051530,Agnes Water - Miriam Vale,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,308051531,Boyne Island - Tannum Sands,1,Good,Good,0
308051532,Callemondah,308051532,Callemondah,1,Good,Good,0
308051533,Clinton - New Auckland,308051533,Clinton - New Auckland,1,Good,Good,0
308051534,Gladstone,308051534,Gladstone,1,Good,Good,0
308051535,Gladstone Hinterland,308051535,Gladstone Hinterland,1,Good,Good,0
308051536,Kin Kora - Sun Valley,308051536,Kin Kora - Sun Valley,1,Good,Good,0
308051537,South Trees,308051537,South Trees,1,Good,Good,0
308051538,Telina - Toolooa,308051538,Telina - Toolooa,1,Good,Good,0
308051539,West Gladstone,308051539,West Gladstone,1,Good,Good,0
309011224,Broadbeach Waters,309011224,Broadbeach Waters,1,Good,Good,0
309011225,Burleigh Heads,309011225,Burleigh Heads,1,Good,Good,0
309011226,Burleigh Waters,309011226,Burleigh Waters,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,309011227,Mermaid Beach - Broadbeach,1,Good,Good,0
309011228,Mermaid Waters,309011228,Mermaid Waters,1,Good,Good,0
309011229,Miami,309011229,Miami,1,Good,Good,0
309021230,Coolangatta,309021230,Coolangatta,1,Good,Good,0
309021231,Currumbin - Tugun,309021231,Currumbin - Tugun,1,Good,Good,0
309021232,Currumbin Waters,309021232,Currumbin Waters,1,Good,Good,0
309021233,Elanora,309021233,Elanora,1,Good,Good,0
309021234,Palm Beach,309021234,Palm Beach,1,Good,Good,0
309031235,Arundel,309031235,Arundel,1,Good,Good,0
309031236,Biggera Waters,309031236,Biggera Waters,1,Good,Good,0
309031237,Coombabah,309031237,Coombabah,1,Good,Good,0
309031238,Labrador,309031238,Labrador,1,Good,Good,0
309031239,Paradise Point - Hollywell,309031239,Paradise Point - Hollywell,1,Good,Good,0
309031240,Runaway Bay,309031240,Runaway Bay,1,Good,Good,0
309041241,Guanaba - Springbrook,309041241,Guanaba - Springbrook,1,Good,Good,0
309041242,Tamborine - Canungra,309041242,Tamborine - Canungra,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,309051243,Currumbin Valley - Tallebudgera,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,309051244,Mudgeeraba - Bonogin,1,Good,Good,0
309051245,Reedy Creek - Andrews,309051245,Reedy Creek - Andrews,1,Good,Good,0
309061246,Carrara,309061246,Carrara,1,Good,Good,0
309061247,Highland Park,309061247,Highland Park,1,Good,Good,0
309061248,Nerang - Mount Nathan,309061248,Nerang - Mount Nathan,1,Good,Good,0
309061249,Pacific Pines - Gaven,309061249,Pacific Pines - Gaven,1,Good,Good,0
309061250,Worongary - Tallai,309061250,Worongary - Tallai,1,Good,Good,0
309071251,Coomera,309071251,Coomera,1,Good,Good,0
309071252,Helensvale,309071252,Helensvale,1,Good,Good,0
309071253,Hope Island,309071253,Hope Island,1,Good,Good,0
309071254,Jacobs Well - Alberton,309071254,Jacobs Well - Alberton,1,Good,Good,0
309071255,Ormeau - Yatala,309071552,Ormeau (East) - Stapylton,0.4729791,Poor,Good,0
309071255,Ormeau - Yatala,309071553,Ormeau (West) - Yatala,0.5270209,Poor,Good,0
309071256,Oxenford - Maudsland,309071256,Oxenford - Maudsland,1,Good,Good,0
309071257,Pimpama,309071554,Pimpama - North,0.3856511,Poor,Good,0
309071257,Pimpama,309071555,Pimpama - South,0.3835676,Poor,Good,0
309071257,Pimpama,309071558,Willow Vale - Pimpama (West),0.2307813,Poor,Good,0
309071258,Upper Coomera - Willow Vale,309071556,Upper Coomera (South) - Wongawallan,0.3073564,Poor,Good,0
309071258,Upper Coomera - Willow Vale,309071557,Upper Coomera - North,0.6167364,Poor,Good,0
309071258,Upper Coomera - Willow Vale,309071558,Willow Vale - Pimpama (West),0.0759071,Poor,Good,0
309081259,Clear Island Waters,309081259,Clear Island Waters,1,Good,Good,0
309081260,Merrimac,309081260,Merrimac,1,Good,Good,0
309081261,Robina,309081559,Robina - East,0.6929743,Poor,Good,0
309081261,Robina,309081560,Robina - West,0.3070257,Poor,Good,0
309081262,Varsity Lakes,309081262,Varsity Lakes,1,Good,Good,0
309091263,Ashmore,309091263,Ashmore,1,Good,Good,0
309091264,Molendinar,309091264,Molendinar,1,Good,Good,0
309091265,Parkwood,309091265,Parkwood,1,Good,Good,0
309091540,Southport - North,309091540,Southport - North,1,Good,Good,0
309091541,Southport - South,309091541,Southport - South,1,Good,Good,0
